Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Month of Response Date,predicted_level1,predicted_probabilities,predicted_aspect,max_predicted_probability,max_predicted_aspect,0,Aspect 1,Aspect 2,Aspect 3,Aspect 4,Output Labels,Label Vectors,Predicted Labels
311577643,HP 910XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Black Original Ink Cartridge,Great quality of printers ink.  Easy ordering through Walmart .,Office Printer Ink,10,Apr-24,Print quality,['0.7192888582449308'],Product Quality,0.719288858,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
341475319,HP 65XL Tri-color Original Ink Cartridge,US,2,Web Reviews,English,Walmart,1.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,Printer calls for 65 but this one would not sink with the printer. Replace empty printer cartridge and it would print even though it was out of ink. Never had any previous problem with HP.,Home-based Printer Ink,35,Apr-24,Customer experience & expectation,['0.718648341053651'],Customer Service,0.718648341,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
360697737,HP DeskJet 2710e All-in-One Printer,GB,2,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,"I have tried to ask.fir help we have put new cartridges in and it won’t work abd is not letting me actually print out a decent piece of work . These are YOUR cartridges but you have ignored me trying to get it sorted . All get is a pink colour which is useless  so of no use at all this was a very expensive printer and it’s appalling that I have had no help whatsoever to get this up and running . I object to having to put in copious pieces of paper before it would print which makes the ink
Disappear so fast when it did work which wasn’t for very long . Absolute crap as far as I am concerned !!!",Home-based Printer Ink,124,Apr-24,Cost,['0.7423694697968766'],Price,0.74236947,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Product Quality']
369656281,HP OfficeJet Pro 9019e All-in-One Printer,GB,8,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9019e All-in-One Printer,"The printer is okay. However, the ink cartridges are too expensive.",Office Printer Ink,11,Apr-24,Cost,['0.9743086395322664'],Price,0.97430864,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
370555451,HP ENVY Inspire 7958e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7958e All-in-One Printer,The very first shipment of ink cartridges contained the wrong type of color cartridge. I used it and now I haven't been able to print in color despite exhausting all the trouble shooting tips. I don't remember when I bought the printer but it was after the very first shipment of ink.,Home-based Printer Ink,52,Apr-24,Print quality,['0.7526865010155593'],Product Quality,0.752686501,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
372298482,ENVY 6000 All-in-One Printer series,PL,1,HPS Surveys,Polish,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,Bought a new printer and it turned out that the inks were dry,Home-based Printer Ink,13,Apr-24,Customer experience & expectation,['0.8282920200038094'],Customer Service,0.82829202,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
372331830,DeskJet 2800e All-in-One Printer series,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"I was going to  sign up for the replacement order but feel the colour ink does not last at all well sadly, had this printer less than 2 months and it's already running low and I've printed less than 15 sheets in colour",Home-based Printer Ink,43,Apr-24,Customer experience & expectation,['0.9108293955835368'],Customer Service,0.910829396,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
372333735,ENVY Inspire 7900e All-in-One Printer series,CH,5,HPS Surveys,German,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7920e All-in-One Printer,"I don't want HP+. I would like to buy the color cartridges in the store.
 Other services: too complicated for me, I'm 77 years old.
 The printer works thanks to the help of an electrical engineer.
 You can remove me from hp+, it's too complicated for me.
 Thanks",Home-based Printer Ink,48,Apr-24,"Customer experience & expectation, Cartridge Problem","['0.7782496328732015', '0.7579743552118431']","Customer Service, Product Quality",0.778249633,Customer Service,,Customer Service,,,Product Quality,"['Customer Service', 'Product Quality']","[0, 1, 0, 1]",['Customer Service']
372525403,HP OfficeJet 8022e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,the printer is good quality.  but i got stocked with it with no use because i was suscribed to automatic ink delivery and i have been trying to use it with no good results.  it ask my payment or something very complicated for me.,Office Printer Ink,44,Apr-24,"Print quality, Instant Ink related","['0.7267762452173151', '0.7880561898218308']","Product Quality, 0",0.78805619,0,0.0,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
372870081,HP OfficeJet Pro 8025e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"I think its rediculous that if I cancel my subscription, that I can't use the ink I already have.  My usage changes from month to month, and I don't need to subscribe - but don't wnat to lose the ink I already have.  I will never recommend this to anyone.",Office Printer Ink,50,Apr-24,"Instant Ink related, Customer experience & expectation, Instant Ink related, Instant Ink related","['0.8397728680403913', '0.7092083333333337', '0.8084886079434844', '0.7160316794316794']","0, Customer Service, 0, 0",0.839772868,0,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
373085725,ENVY 6000 All-in-One Printer series,AU,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"when the instant ink service started instead of being delivered it was taken to a post office for me to pick up, this is not convenient I may as well just go to the store and buy ink when I need it. I will be cancelling this service. this seems the only option to contact hp when possibly a person may read the feedback, your app and website appear to have zero options to contact actual humans",Home-based Printer Ink,77,Apr-24,"Instant Ink related, Printer Hardware/Printing issues, Instant Ink related, Instant Ink related, Customer experience & expectation","['0.7656022946008239', '0.8217370335607312', '0.8101113705738702', '0.7518588499735559', '0.9023407552871876']","0, Product Quality, 0, 0, Customer Service",0.902340755,Customer Service,,Customer Service,,,Product Quality,"['Customer Service', 'Product Quality']","[0, 1, 0, 1]",['Customer Service']
373115520,HP DeskJet 3772 All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3772 All-in-One Printer,Took too long to figure out how to get connected to internet to even get an ink account set up,Home-based Printer Ink,20,Apr-24,Printer Hardware/Printing issues,['0.7260948205389381'],Product Quality,0.726094821,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]","['Product Quality', 'Customer Service']"
373126083,HP OfficeJet Pro 8028e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,"The price of ink and the printer does a lot of maintenance on itself making you wait to print one page longer than I like. Plus I hate the instant ink subscription program. I had a lot of problems with it on my other HP printer. Substitute cartridges, would not let me use HP ink I bought when I was out and needed to print. I would NOT recommend that program. I gave friends against HP because of that ink program.",Office Printer Ink,81,Apr-24,"Instant Ink related, Logistic Handling, Cartridge Problem, Instant Ink related, Instant Ink related, Instant Ink related","['0.9579969081126282', '0.7240377889654206', '0.7147734515484513', '0.9325373112998117', '0.7167707926583694', '0.7989781440781439']","0, Delivery, Product Quality, 0, 0, 0",0.957996908,0,,,Delivery,,Product Quality,"['Delivery', 'Product Quality']","[1, 1, 0, 0]",['Customer Service']
373410460,HP OfficeJet Pro 9025e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9025e All-in-One Printer,"Frequent down-times and restorations needed.  Unstable process/printing.  I do not appreciate the need to be locked into a program of ink usage that involves both cartridge and paper renewal.  I bought several cartridges labeled to be specifically designed for my printer, but each time, they were rejected by your printer.  Too much ado about nothing.  It’s too customer unfriendly.",Office Printer Ink,59,Apr-24,Customer experience & expectation,['0.7052092889137008'],Customer Service,0.705209289,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Product Quality']
373411622,HP DeskJet 4152e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4152e All-in-One Printer,"My first printer was messed up after several fail attempts and multiple hours on the phone i was finally able to get a working printer however it wasnt made clear by the package or any other details that The printer can not be used without internet. I feel i was scamed. $130 dollars of nothibg but problems. It is difficult to work because it would disconnect after each print, it never connected easy, then the wonderful get 6 mo free instant ink is a joke. It took 2 months to get ink. QI didn't receive ink yet I was charged several several months. Sorry HP but you dropped the ball on this one. If I could i would get my money back and give you this horrible printer back. I still own the printer because I refuse to give this problem box to anyone.",Home-based Printer Ink,144,Apr-24,"Instant Ink related, Others, Logistic Handling, Customer experience & expectation, Printer Hardware/Printing issues, Instant Ink related, Instant Ink related","['0.906493510024547', '0.8035360575642523', '0.8215346885141004', '0.7948621821139286', '0.8912113047496358', '0.8571571227067019', '0.8979920856920856']","0, 0, Delivery, Customer Service, Product Quality, 0, 0",0.90649351,0,,Customer Service,Delivery,,Product Quality,"['Customer Service', 'Delivery', 'Product Quality']","[1, 1, 0, 1]","['Delivery', 'Product Quality']"
373423733,HP OfficeJet Pro 8025e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"The first 2 deliveries defective ink cartridges were sent.  Also, I notice the price has increased to over $7.00 and I was not notified about this and no explanation was given.  The Quality Control and Customer Communication need to improve.",Office Printer Ink,40,Apr-24,Cartridge Problem,['0.7500936483976753'],Product Quality,0.750093648,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
373443754,HP OfficeJet Pro 8025e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"It’s easy to use. It updates itself!
Pictures come outstanding when pictures are on something your printing.
And when your almost out of ink you get a notice in your email, just press yes and you have fresh ink with in 5 days or less!
Pretty simple machine to operate!",Office Printer Ink,50,Apr-24,Print quality,['0.7718618391866017'],Product Quality,0.771861839,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
373580949,DeskJet 2800e All-in-One Printer series,GB,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"Well, I've not used it very much yet. I don't know how well the ink lasts, etc. Maybe after a couple of months you might get a 10.",Home-based Printer Ink,28,Apr-24,Customer experience & expectation,['0.7843401023421126'],Customer Service,0.784340102,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
373747397,ENVY 6000 All-in-One Printer series,US,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6052e All-in-One Printer,"Needed a printer that I could print from anywhere.  Found this one & connecting was no problem - actually very easy.  Ordered the ink even though I don't use the printer that often but was convenient.  Worked first few times I have used it now I'm back to the same problem as my previous HP printer - ""printer off line""!!!  This is SO  frustrating!!  Restarting my computer to try to get it to work again!!!",Home-based Printer Ink,75,Apr-24,"Customer experience & expectation, Printer Hardware/Printing issues, Printer Hardware/Printing issues","['0.7018704197763022', '0.7608994525082757', '0.8895593955850762']","Customer Service, Product Quality, Product Quality",0.889559396,Product Quality,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Product Quality']
373757513,HP 67XL High Yield Black Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,price higher than elsewhere,Home-based Printer Ink,4,Apr-24,Cost,['0.798674374156234'],Price,0.798674374,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
373798231,HP OfficeJet 8022 All-in-One Printer,CA,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet 8022 All-in-One Printer,"Unacceptable delivery delays, I had to go tithe store buy some ink since I was getting delays notifications. Delivery should be fast and easy in 2024 for a large organization like HP, that’s why I’m not satisfied with the service. Thank you.",Office Printer Ink,42,Apr-24,"Customer experience & expectation, Logistic Handling, Customer experience & expectation","['0.7346809523809523', '0.8276785817273927', '0.8179579224230622']","Customer Service, Delivery, Customer Service",0.827678582,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
373818233,HP OfficeJet Pro 9015e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,I bought your instant ink monthly plan.  You shut don’t my office because cause a $6 charge did not go thought.  If you had email me I could have fix the problem. You cost me a lot of money because my credit card had to be change. I have tried to cancel your ink but you have no way to do this on your Wed link. I will likely not buy a HP device again.,Office Printer Ink,75,Apr-24,"Instant Ink related, Instant Ink related, Instant Ink related, Logistic Handling, Instant Ink related, Customer experience & expectation, Instant Ink related, Others, Customer experience & expectation","['0.847959855503973', '0.9041503047683797', '0.726441163172626', '0.7487190113970995', '0.774739310689311', '0.7360761904761903', '0.9310895743145744', '0.7221442679812865', '0.8441322645512351']","0, 0, 0, Delivery, 0, Customer Service, 0, 0, Customer Service",0.931089574,0,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Customer Service']
374033955,DeskJet 2800e All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,It's very easy setup and easy to use 👌 ink is sent out as soon as you start to run low very convenient. All round great.,Home-based Printer Ink,26,Apr-24,"Instant Ink related, Customer experience & expectation","['0.8382424793304919', '0.7079649349092688']","0, Customer Service",0.838242479,0,0.0,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
374183966,HP DeskJet 2755 All-in-One Printer,CA,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2755 All-in-One Printer,"Mainly because the cartridges dry out quite quick unless you’re doing printing, at least every couple of weeks.",Home-based Printer Ink,18,Apr-24,Customer experience & expectation,['0.8511737523649268'],Customer Service,0.851173752,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
374187447,HP OfficeJet Pro 8025e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"The ink cartridges that came with the printer were defective.  HP replaced them. 

 I have problems with the new cartridges.

The color ones indicate they are empty even though I only print in black.  The black leaked.  I have photos of the spilled ink.

The printer responds to voice phone calls as if they were a fax.",Office Printer Ink,57,Apr-24,"Print quality, Cartridge Problem, Print quality, Customer experience & expectation","['0.8373519952269952', '0.8741459574738983', '0.8786788703371096', '0.7482767896860131']","Product Quality, Product Quality, Product Quality, Customer Service",0.87867887,Product Quality,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]","['Product Quality', 'Customer Service']"
374196933,HP OfficeJet Pro 8715 All-in-One Printer,ZA,6,HPS Surveys,English,,,Supplies - Ink,Supernesta,Weber,HP OfficeJet Pro 8715 All-in-One Printer,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad.",Office Printer Ink,65,Apr-24,"Cartridge Problem, Customer experience & expectation","['0.7095725707299237', '0.7013333333333334']","Product Quality, Customer Service",0.709572571,Product Quality,,Customer Service,,,Product Quality,"['Customer Service', 'Product Quality']","[0, 1, 0, 1]","['Product Quality', 'Price']"
374199838,HP OfficeJet Pro 8025e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,The instant ink promotion is not ideal for those of us who barely prints 5 pages a month. It is difficult to cancel and you don't know if you have to send back the welcome kit ink that has not been open or used,Office Printer Ink,44,Apr-24,"Customer experience & expectation, Instant Ink related, Instant Ink related, Logistic Handling","['0.7133576874847091', '0.7334793721629245', '0.7806263118073872', '0.8339789936370822']","Customer Service, 0, 0, Delivery",0.833978994,Delivery,,Customer Service,Delivery,,,"['Customer Service', 'Delivery']","[1, 0, 0, 1]","['Delivery', 'Customer Service']"
374202171,HP ENVY Inspire 7924e All-in-One Printer,DE,3,HPS Surveys,German,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7924e All-in-One Printer,"HP used to be a competent company, but now it's just expensive for low-printers without a subscription. Tried deleting a printer from the account. Didn't work. Why can't I delete it in the app? The cartridges are also very expensive. Was my last HP.",Home-based Printer Ink,44,Apr-24,Cost,['0.8131953665542141'],Price,0.813195367,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
374205728,HP DeskJet 2755e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,Love the printer but after dropping out of the ink program I can't use it I paid for ink but since I stopped I was told I had to get different ink with that being said I will never recommend a ho printer,Home-based Printer Ink,43,Apr-24,"Logistic Handling, Instant Ink related, Instant Ink related, Customer experience & expectation","['0.741291166758078', '0.7779047175047175', '0.8904263578818066', '0.8200222526012']","Delivery, 0, 0, Customer Service",0.890426358,0,,Customer Service,Delivery,,,"['Customer Service', 'Delivery']","[1, 0, 0, 1]",['Customer Service']
374213330,HP OfficeJet 7612 Wide Format e-All-in-One,ZA,8,HPS Surveys,English,,,Supplies - Ink,Nesta,Engle,HP OfficeJet 7612 Wide Format e-All-in-One,"Ink cartridges are horribly expensive. Printer won't print at all (not even in black) if any one of the colour cartridges are depleted.
The printhead often gives issues and the software supporting the printer often plays up with several of our DELL desktops in terms of not being able to see the PC for purposes of scanning to computer from the printer display touch pad.",Office Printer Ink,65,Apr-24,"Customer experience & expectation, Cartridge Problem","['0.7013333333333334', '0.7095725707299237']","Customer Service, Product Quality",0.709572571,Product Quality,,Customer Service,,,Product Quality,"['Customer Service', 'Product Quality']","[0, 1, 0, 1]","['Product Quality', 'Price']"
374216104,HP ENVY 6458e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,I am having automatic deductions for ink pyament yet I have not received any ink in months. Why am I paying every month for something I don't receive? I believe I should be credited at some,Home-based Printer Ink,36,Apr-24,"Instant Ink related, Logistic Handling, Instant Ink related","['0.8753208931591284', '0.95489246031746', '0.7469827360072437']","0, Delivery, 0",0.95489246,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
374299267,HP OfficeJet Pro 8020 series,IT,10,HPS Surveys,Italian,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8024e All-in-One Printer,"Since it's cost effective, the cartridges are recycled and there's no wastage with the ink and no worries about going to the shops to purchase them!!",Office Printer Ink,26,Apr-24,Cost,['0.7923982685676906'],Price,0.792398269,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Product Quality']
374347370,DeskJet 4100 All-in-One Printer series,DE,7,HPS Surveys,German,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4110e All-in-One Printer,"Ms. Fatbardha’s support was exemplary in every respect!
 This made me decide to continue using HP.
 BUT: as soon as the printer cartridges are installed, 05.04.`24, I already receive the invoice for May 4, 2024 by email?
 According to Ms Fatbardha, the first 3 months are free of charge. There is a case number for this: 5121685609. I would like to ask you to check.
 Another very annoying thing was the extremely late delivery of the cartridges by DHL. The reception and shipping instructions by customer service were
 March 26, 2024. Despite the Easter holidays, DHL should adjust its delivery times by email to the customer and not email the date when the goods should arrive only when the goods have already arrived. I hope the next delivery will not take 11 days again!",Home-based Printer Ink,134,Apr-24,"Others, Logistic Handling, Customer experience & expectation, Customer experience & expectation, Instant Ink related","['0.7118821110420787', '0.9127457579634624', '0.8405424855395541', '0.7951654761904763', '0.7106852353528818']","0, Delivery, Customer Service, Customer Service, 0",0.912745758,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]","['Delivery', 'Customer Service']"
374373272,ENVY 6000 All-in-One Printer series,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,I got it all read for use and received an error for unusable cartridge had to go out and get new ones,Home-based Printer Ink,22,Apr-24,Logistic Handling,['0.8535860544426334'],Delivery,0.853586054,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Product Quality']
374484366,HP OfficeJet 8020 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,"Ho Deskjet 8022e - hesitant at first bc of 4 diff cartridges. But it prints great and prints on both sides of paper if needed to save on paper. I volunteer for a rescue and need good color prints of our furbabies, so this really does the job! And it prints so much faster than my old 3000 series! Def love this new printer and happy I made this purchase!",Office Printer Ink,70,Apr-24,Print quality,['0.78176851490411'],Product Quality,0.781768515,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
374635818,HP OfficeJet Pro 8025 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet Pro 8025 All-in-One Printer,"After a little over a year of ownership our printer stopped printing in color.  We contacted HP and they sent us new ink cartridges which also did not work.  We continued paying the monthly charge for ink and used our printer to print in black ink.  When that cartridge got low, a new cartridge was not sent to us.  We offered to purchase a new printer and the monthly charge for insta ink would increase dramatically.  So disappointed in the quality of the printer.",Office Printer Ink,84,Apr-24,Cartridge Problem,['0.798567081121493'],Product Quality,0.798567081,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
374656983,HP OfficeJet Pro 8025e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,Works well and the printing is fast and clear.  Cost of device is a little higher than I wanted to spend and the ink cartridges seem to run out faster than I expected for the number of prints.,Office Printer Ink,38,Apr-24,Customer experience & expectation,['0.733499820740726'],Customer Service,0.733499821,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Price']
