Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,TextBlob_Sentiment,TextBlob_NaiveBayes_Sentiment,NLTK_Vader_Sentiment
376546036,HP DeskJet 2710e All-in-One Printer,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,Print quality isn’t great. Although I like the ink subscription service it could catch you out if you suddenly need a lot of prints. You definitely should have a backup set of inks at least.,IPH,35,2024-04-01 22:55:35,2024-04-01 00:00:00,"Instant Ink related, Print quality",0.125,neg,0.8519
378323791,ENVY Inspire 7200e All-in-One Printer series,PT,1,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7224e All-in-One Printer,"The first printer I bought from this brand started to stop printing and burned out the ink cartridges, now I have another one because it was replaced and I'm shocked because I can't connect the printer to my computer so it won't print.",IPH,43,2024-04-10 08:03:55,2024-04-01 00:00:00,Cartridge Problem,-0.22499999999999998,pos,-0.5423
375709495,HP DeskJet 2755e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,"This printer is subscribed to the HP ink program, so there are always verified HP ink cartridges in the printer. Every time I use the printer, I have to run 3-5 test pages to get the black ink to print correctly, often running 3 or 4 cycles of the Clean Printhead Tool prior to viewing the printed test pages. The black ink is consistently fuzzy or blurred on the right / left edges of print until many test pages have been printed/print heads cleaned. I should not have to do this every time before I print. I have contacted HP about this previously, with no return contact or further inquiry. Now the printer is beyond warranty. First contacts were while this machine was still in warranty. Not impressed with this printer or with HP customer service.",IPH,136,2024-04-01 13:14:13,2024-04-01 00:00:00,"Print quality, Customer experience & expectation, Printer Hardware/Printing issues",0.05436507936507936,pos,-0.2626
380120066,HP DeskJet 2742e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,The printer would not print colored selections in black and white. Also when text selections were made it would only print in full paper size.,IPH,25,2024-04-12 04:28:50,2024-04-01 00:00:00,"Print quality, Cartridge Problem",0.04583333333333333,neg,0.0
375694825,HP OfficeJet Pro 9015 All-in-One Printer,CA,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan,HP OfficeJet Pro 9015 All-in-One Printer,It has been a very good printer.  The ink is expensive but of good quality,IIC,15,2024-04-01 15:19:35,2024-04-01 00:00:00,"General satisfied, Cost, Print quality",0.36999999999999994,pos,0.7496
381653330,DeskJet 4100 All-in-One Printer series,US,1,HPS Surveys,German,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4110e All-in-One Printer,Registering is extremely complicated. Ordering new cartridges is impossible.,IPH,9,2024-04-17 13:54:49,2024-04-01 00:00:00,Others,-0.3434343434343434,neg,0.0
380918294,HP OfficeJet Pro 6978 All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,I have been trying to sign up for instant ink multiple times and I keep getting an error that you are unable to connect to instant ink. It is hooked up through my wifi and I have no issues printing. I have a HP6978 Serial No. TH08K4N2S1,IIC,47,2024-04-19 12:40:26,2024-04-01 00:00:00,Instant Ink related,-0.125,pos,-0.7269
377543319,HP Smart Tank 6001 All-in-One,CA,8,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,"Set up was easy, print quality seems good.  Have had only for a few days so time will tell on how long ink lasts.",CISS,24,2024-04-06 04:40:12,2024-04-01 00:00:00,"Instant Ink related, Print quality, General satisfied",0.17666666666666667,pos,0.7003
377612530,HP DeskJet 2755e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I did not like the “free” ink program or worrying about how many pages I had printed,IPH,17,2024-04-05 05:50:21,2024-04-01 00:00:00,Instant Ink related,0.45,neg,-0.5439
382983105,HP ENVY Inspire 7220e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7220e All-in-One Printer,"I wanted a printer, not an ink service.  Not an ongoing relationship.  Just a printer.",IPH,15,2024-04-23 03:40:06,2024-04-01 00:00:00,Others,0.0,pos,0.0
378141593,HP ENVY 6055e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"I perfer that some information like the amount of ink is easy to find on the printer-not going to an app,",IPH,21,2024-04-07 10:37:16,2024-04-01 00:00:00,Instant Ink related,0.43333333333333335,pos,0.6597
378140358,HP Smart Tank 5000/5100 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Pluto Plus,Lebi,HP Smart Tank 5000/5100 All-in-One Printer,"There is no normal indicator like head cleaning, tools, maintenance, etc Also when it prints the color are not vibrant and seem faded a bit.",CISS,25,2024-04-06 19:20:31,2024-04-01 00:00:00,Print quality,-0.07916666666666666,pos,-0.3561
376551834,HP Smart Tank 6001 All-in-One,CA,9,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,It is user friendly and I like the idea of ink in a tank,CISS,14,2024-04-02 18:16:54,2024-04-01 00:00:00,"Customer experience & expectation, General satisfied",0.375,pos,0.6908
382404352,HP ENVY 6032e All-in-One Printer,FR,7,HPS Surveys,French,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"Correct performance but too frequent disconnections, making use unreliable.
 HP ink subscription works well.",IPH,14,2024-04-20 07:29:40,2024-04-01 00:00:00,"Instant Ink related, General satisfied",0.1,pos,0.3919
383573269,HP 67 Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Obelisk,,HP 67 Black Original Ink Cartridge,I’ve printed just a few pages and ink has done. It’s ridiculous! Don’t buy this cartridge !,IPH,17,2024-04-16 01:00:00,2024-04-01 00:00:00,Others,-0.3604166666666666,neg,-0.4738
376234997,HP OfficeJet Pro 8028e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,I love the printer but am confused about how it will automatically send me ink when I need it.,IIC,19,2024-04-01 14:49:06,2024-04-01 00:00:00,"Customer experience & expectation, Instant Ink related",0.04999999999999999,pos,-0.09
388518869,HP 305 Black Original Ink Cartridge,ES,2,Web Reviews,Spanish,Amazon ES,1,Supplies - Ink,Obelisk,,HP 305 Black Original Ink Cartridge,"Acabo de recibirlo y no tiene tinta ,estoy muy cabreada, porque necesito unos papeles urgentes y no tiene tinta ,fatal dinero tirado",IPH,22,2024-04-19 01:00:00,2024-04-01 00:00:00,Others,0.0,neg,-0.7845
375944329,HP OfficeJet Pro 9010 series,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,"Since the printer is requiring me to use HP cartridges, I will never again buy an HP printer. It costs $170 to replace a complete set of HP962XL cartridges from HP. I can buy generic for <$50. Even if it is true that the generic cartridges will cause my printer to fail, I save $120 with each set meaning all the printer needs to do is survive 3 sets of replacement cartridges and I can buy a new printer with the money saved. If HP cartridges were say, $75 for a complete XL set, the price difference would be narrow enough that I would pay the extra to extent the life of the printer. Trapping your customer into overpriced ink is NOT a way to earn customer loyalty.",IIC,128,2024-04-02 14:11:50,2024-04-01 00:00:00,Others,-0.0013636363636363696,pos,0.8126
377544571,HP DeskJet Ink Advantage 2774 All-in-One Printer,BR,5,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2779 All-in-One Printer,"- Expensive ink cartridge;
 - There are very few sheets of paper in the paper compartment for printing, I think about 5;
 - Setting up scanning via Wi-Fi is a bit time-consuming, as it depends on the internet signal. It takes time to open the HP website, you have to open an account, the signal is weak at the printer and then the printer doesn't work;
 - Configuration via USB is a little faster, but to print you still have to access the application and the application could have fewer steps.
 - Scanning could be simple, via Windows.",IPH,98,2024-04-06 06:28:00,2024-04-01 00:00:00,"Printer Hardware/Printing issues, Cost",-0.18892857142857142,pos,-0.2382
375993688,HP OfficeJet Pro 8022e All-in-One Printer,PT,3,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8022e All-in-One Printer,"Many times offline, cartridges go empty very fast even in eco mode, mis alignement in scan mode, etc etc etc",IIC,20,2024-04-03 03:01:06,2024-04-01 00:00:00,Others,0.22,neg,-0.3182
376484005,ENVY 6400 All-in-One Printer series,ES,4,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6432e All-in-One Printer,It is very complicated to understand how to start it. The explanations are clear. The fact of having to look for a PIN on an ink cartridge seems absurd to me.,IPH,31,2024-04-04 16:08:34,2024-04-01 00:00:00,Others,-0.35000000000000003,pos,0.3818
385215377,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"Hp QC is lacking....purchased the printer and had nothing but problems so i junked it and picked up a Emerson.Emerson works flawlessly and the ink is way less expensive 

HP is so on its way out like blockbuster...",IPH,38,2024-04-28 10:55:36,2024-04-01 00:00:00,Cost,0.11111111111111112,pos,0.8093
380821627,HP OfficeJet Pro 8020 series,US,3,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"The ink cartridges that came with this 
Printer were all very very low on ink in each cartridge.  This was a lot of money for me to have to deal with very low ink in each cartridge.  I have the printed sheets to verify!",IIC,44,2024-04-16 07:28:31,2024-04-01 00:00:00,Others,0.0,pos,-0.6843
383978303,HP ENVY 6022e All-in-One Printer,GB,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6022e All-in-One Printer,The printer is very temperamental. It only uses hp ink which is expensive,IPH,13,2024-04-25 00:15:39,2024-04-01 00:00:00,Cost,-0.09999999999999999,pos,0.0
380970165,HP OfficeJet Pro 9018e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9018e All-in-One Printer,"I purchased the HP OfficeJet Pro 9018e All-in-One Printer early in 2023. My past experience with HP products and the cost savings, attractive nature of the Instant Ink program seemed to fit my needs. However, from the start, my interface with HP was marred by miscommunications and misunderstandings. First, HP's system insisted that I had a current account attached to my email address, of which I had no record. When I tried to follow the HP instructions for resetting my password, The prompts would not send the reset to my email that HP's system insisted was active. Thus, I could not log in to set my operating parameters for the Instant Ink program. Attempting to gain support from the Instant Ink support number, I found myself communicating with individuals in the Far East whose native language was not English. They were unable to assist. I am in possession of ink cartridges that do not work because I'm not in the program any longer. I could not get information on how to return them. I had to seek advice from a Staples employee for what cartridges would actually work in the 9018. I can use the 9018, but it is not what I had hoped.",IIC,204,2024-04-16 14:05:29,2024-04-01 00:00:00,"Printer Hardware/Printing issues, Instant Ink related, Customer experience & expectation, Others",0.054761904761904776,pos,0.6398
381224958,HP ENVY 6055e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,I hate that I have to have an ink subscription for the printer to work. I will never buy HP again.  I can’t return the printer because once I realized the subscription was necessary for the printer to work it was outside Best Buy’s return policy,IPH,46,2024-04-17 03:49:53,2024-04-01 00:00:00,Instant Ink related,0.04999999999999999,pos,0.128
376238237,HP DeskJet Ink Advantage 2677 All-in-One Printer,CN,10,HPS Surveys,Chinese (China),,,Supplies - Ink,Dolmen Refresh,Taiji,HP DeskJet Ink Advantage 2677 All-in-One Printer,I think the ink output problem can be improved. The color is always very light. The amount of color ink can be increased.,IPH,23,2024-04-08 05:18:44,2024-04-01 00:00:00,Others,0.52,pos,0.3612
381213427,HP DeskJet 2752e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,"I did not like the monthly ink subscription process. I felt like I was being bashed over the head with pressure to subscribe. The costs were not clearly explained. 

Additionally, there seems to be some ""funny business"" with the subscription cartridges.  My initial replacement lasted a very long time and then the retail cartridges I have bought have not lasted nearly as long. Seems like a class action lawsuit waiting to happen.",IPH,72,2024-04-21 13:24:38,2024-04-01 00:00:00,Others,0.030833333333333334,pos,-0.7775
380118531,HP OfficeJet Pro 6978 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"It is extremely reliable.  I know we are talking about the Office JetPro 6978, however, over the many years I have had several HP printers, and all have been very reliable.  One thing I have determined, as have many others, is that the printers themselves are reasonably priced, however, the company makes it's money on the toner and ink jet cartridges.",IIC,61,2024-04-13 15:45:51,2024-04-01 00:00:00,Others,0.2125,pos,0.34
380807078,DeskJet 2700 All-in-One Printer series,PT,4,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,Worten employees were unable to get the printer working due to the ink cartridge button always giving an error. It was never able to be printed. The printer was then declared out of order and I couldn't buy another one like it because it wasn't available anymore. This printer is currently in stock.,IPH,53,2024-04-18 21:29:51,2024-04-01 00:00:00,"Customer experience & expectation, Instant Ink related, Printer Hardware/Printing issues, Cartridge Problem",-0.095,pos,0.296
380479289,ENVY 6000 All-in-One Printer series,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,Set up was not simple for a non tech like me. There is no obvious hard wire facility and thus printing takes a long time to start. I do not like the idea of my printing going off into the stratosphere where anybody can access it. I do not like the restriction to using only HP ink cartridges thus leaving me open to being ripped off by HP.,IPH,68,2024-04-13 21:37:12,2024-04-01 00:00:00,Others,-0.05694444444444444,pos,0.6921
379318908,ENVY Inspire 7200e All-in-One Printer series,US,10,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7220e All-in-One Printer,Great product love the ink program,IPH,6,2024-04-10 16:37:47,2024-04-01 00:00:00,"Instant Ink related, General satisfied",0.65,pos,0.8519
377183222,HP Smart Tank 6001 All-in-One,US,9,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,The ink is the main reason. Don't have to get ink cartridges everyone couple of months. The setup with the hp smart makes everything easier.,CISS,25,2024-04-09 09:22:43,2024-04-01 00:00:00,Instant Ink related,0.19047619047619047,pos,0.6705
386316685,HP 963XL High Yield Black Original Ink Cartridge,IT,10,Web Reviews,Italian,Amazon IT,5,Supplies - Ink,Magnus,,HP 963XL High Yield Black Original Ink Cartridge,"Confezione perfetta, consegna puntualissima, prezzo competitivo rispetto ai negozi.",IIC,9,2024-04-08 01:00:00,2024-04-01 00:00:00,Others,0.0,pos,0.0
381645955,ENVY 6000 All-in-One Printer series,US,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"The HP 600 printer installation was very quick and simple, having the app to print remote is super helpful. The ink replacement program is very convenient, affordable and the auto replenish makes it all seamless and extremely easy to never have to worry about running out of ink",IPH,48,2024-04-17 12:37:30,2024-04-01 00:00:00,"Instant Ink related, Customer experience & expectation",0.19999999999999998,pos,0.9062
377115249,ENVY 6000 All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"Efficient and compact equipment which suits my needs.  Love the ability for double sided printing and the flat top for copying of books, etc.  The set up for ink delivery is excellent.  And very reasonably priced especially with six months of ink.  What is not to like?",IPH,47,2024-04-03 14:36:01,2024-04-01 00:00:00,Others,0.31928571428571434,pos,0.9134
382603684,HP OfficeJet Pro 9120e Series,NZ,3,HPS Surveys,English,,,Supplies - Ink,Nocturne,Marconi Yeti,HP OfficeJet Pro 9120e All-in-One Printer,Continual freezing at time of payment setup for ink cartridge payment. In the end I gave up and will just bite the bullet on purchasing ink cartridges from a retailer,IIC,30,2024-04-25 18:16:48,2024-04-01 00:00:00,Others,0.0,pos,-0.1027
379530884,HP ENVY Inspire 7220e All-in-One Printer,AU,8,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7220e All-in-One Printer,The ink doesn't last very long,IPH,6,2024-04-15 15:09:11,2024-04-01 00:00:00,Customer experience & expectation,-0.0325,pos,0.0
383675248,HP OfficeJet Pro 8020 series,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"I like the printer overall, BUT explanation of programs within the printer is very sparsely explained. Therefore to set everything up, and operating each program makes it hard to use. 
     AND the use of instant ink is VERY difficult yo set up once ink is received. I received my first order of instant ink, and could not get the laptop and printer to acknowledge the ink. IT TOOK 4 DAYS on the phone with your tech support, and virtual assistant, and all was very stressful as they could not get it set up, and some was unaware of how it worked. I was told I must have purchased ink from somewhere other than HP.   Another problem is understanding the language dialogue of the foreigner. 
   I finally was able to get it set and working by myself after much research , your ""HELP"" service on the site is also very vague. I almost got rid of my HP printer and went to buy another brand",IIC,164,2024-04-29 06:33:44,2024-04-01 00:00:00,"Instant Ink related, Customer experience & expectation, Others, Printer Hardware/Printing issues, Logistic Handling",-0.02619047619047619,pos,-0.9296
378609756,HP DeskJet 2755e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I've never had a problem with it and I like that paper and ink are automatically sent,IPH,17,2024-04-08 09:40:44,2024-04-01 00:00:00,Logistic Handling,0.0,pos,0.5801
375944743,DeskJet 4100 All-in-One Printer series,US,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,First batch of ink is arriving SLOWLY. I upgraded my printer because I needed to print my tax documents. Included ink only printed about 100 pages. Now I am without ink for more nearly two weeks waiting for my first Instant Ink shipment. Not a good first impression.,IPH,48,2024-04-04 06:06:41,2024-04-01 00:00:00,Customer experience & expectation,0.07777777777777778,pos,-0.4717
380314933,HP DeskJet 2720e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,The ink cartridge lasted way too little. This is unacceptable,IPH,10,2024-04-17 07:08:55,2024-04-01 00:00:00,Others,-0.1875,neg,-0.4091
382333057,HP OfficeJet 8010 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8015e All-in-One Printer,I've been using HP products for 30 years for homework and office. I've never had issues with performance of the equipment and if I did it was minor and easily remedied. The instant ink instant paper option especially when I was in school was so convenient and gave me one less thing to think about. I love the HP assistant and the troubleshooting features that easily give me a review of the health of all of my devices.,IIC,78,2024-04-22 16:05:41,2024-04-01 00:00:00,Instant Ink related,0.14375,pos,0.8658
383564860,HP 364 4-pack Black/Cyan/Magenta/Yellow Original Ink Cartridges,DE,10,Web Reviews,German,Amazon DE,5,Supplies - Ink,Rohan,,HP 364 4-pack Black/Cyan/Magenta/Yellow Original Ink Cartridges,gute Bildqualität,IIC,2,2024-04-14 01:00:00,2024-04-01 00:00:00,Others,0.0,pos,0.0
378083348,ENVY 6400 All-in-One Printer series,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,"The buttons on the control panel are not intuitive and not explained very well. Also, the print cartridge ran out at 44 pages.",IPH,23,2024-04-05 16:54:55,2024-04-01 00:00:00,Others,0.2,pos,-0.2572
380120678,HP DeskJet Plus Ink Advantage 6475 All-in-One Printer,MX,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari,HP DeskJet Plus Ink Advantage 6475 All-in-One Printer,After a while yes. Use stops printing well sometimes even with the maintenance to clean the heads it doesn't look good and I end up buying another cartridge and the cost is not low,IPH,34,2024-04-12 05:50:08,2024-04-01 00:00:00,Others,0.35555555555555557,pos,0.6495
383572743,HP 61 2-pack Black Original Ink Cartridges,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black Original Ink Cartridges,Neither of these cartridges work in my HP Envy printer despite numerous tries to get them working.,IPH,17,2024-04-15 01:00:00,2024-04-01 00:00:00,Others,-0.05,pos,-0.2732
384957033,HP ENVY Inspire 7255e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,We didn't even have it for 3 weeks and it stopped printing even with new ink i had purchased. it was really junk. went out and bought a New Brother printer,IPH,31,2024-04-29 03:01:17,2024-04-01 00:00:00,Others,0.15757575757575756,neg,-0.2263
384207366,HP 304 Black Original Ink Cartridge,IT,10,Web Reviews,Italian,Amazon IT,5,Supplies - Ink,Dolmen Refresh,,HP 304 Black Original Ink Cartridge,Ottimo prezzo e facile da montare,IPH,6,2024-04-19 01:00:00,2024-04-01 00:00:00,Others,0.0,neg,0.0
376687746,ENVY 6000 All-in-One Printer series,GB,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6022e All-in-One Printer,"The first machine broke in a few minutes: the caps covering the ink cartridges are very flimsy and one just popped out.  he replacement machine works, but seemingly wot accept the ink purchased for the first machine (I had a lot of printing to do so didn't want to use the trail packs) - which is annoying as ink isn't cheap.  I have no idea how to scan - not covered in the instructions with the machine but hopefully google will help in due course",IPH,85,2024-04-02 23:53:28,2024-04-01 00:00:00,Others,-0.003571428571428575,pos,0.7671
385474138,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Was under the impression when I bought it that I can use the ink without having to have an account with a credit card number added to it as printer page I should be able to print at any time without having to pay money,IPH,45,2024-04-30 06:53:16,2024-04-01 00:00:00,Instant Ink related,0.5,pos,0.6244
379481146,HP ENVY 6432e All-in-One Printer,ES,7,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6432e All-in-One Printer,"I really like the system and I find it very competitive in price. Since I have it I have forgotten about the ink problem. Excellent.

 The problem is the connection to the printer. Something happens, I don't know what, that there are times when we cannot print, as if it were something due to the program that launches the application. There are times when it prints without problems and other times when it says offline...",IPH,75,2024-04-15 03:00:00,2024-04-01 00:00:00,Printer Hardware/Printing issues,0.22999999999999998,pos,0.5337
