Survey ID,cat,polarity,polarity_score,sentence
180466928,Delivery,positive,0.9194350242614746,"Price competitive with other sources, but delivery claimed to be faster. Was delivered as predicted, which greatly appreciated. The expiration date could have been a bit longer but should be ok. Product normally buy as recommended by manufacturer of machine using this product."
180603946,Price,negative,0.9594262838363647,I love e HP products and I really rates this incorrectly. It's all about the price and how long the ink last. Idk if recycling it is the problem or what? I believe in recycling. It's way too expensive for the older printers!!!!!
180860663,Product Quality,positive,0.9618846774101257,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.
181443577,Product Quality,positive,0.9094191789627075,Box arrived damaged but the cartridges themselves were in perfect condition and worked fine
181444285,Others,positive,0.745142936706543,Ink lasts a lot longer with the xl. I print color stickers and it will last all month.
181602757,Others,positive,0.9180245399475098,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic"
181603487,Others,negative,0.49361711740493774,What could possibly go wrong ???
181607413,Delivery,positive,0.9561313986778259,These came from Office Depot and arrived very quickly. Thank You
181609130,Price,positive,0.9412751197814941,A little expensive. But product works great.
181609130,Product Quality,positive,0.9412751197814941,A little expensive. But product works great.
182380680,Others,neutral,0.4622177481651306,The black and colored ink were neither one in a box. The expiration dates are ready to expire before I can use them.
182795018,Product Quality,positive,0.9618846774101257,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.
182979040,Others,positive,0.43756648898124695,I ordered some HP ink 932 when I saw it on sale via the web. The packages arrived a few days later.
184912651,Delivery,positive,0.8468265533447266,item was as expected and delivery was on time.
184917245,Others,positive,0.651597261428833,it arrived as promised and i was told that it was at my door - just as ordered and promised
197949835,Product Quality,positive,0.9596308469772339,Good quality and delivery is fast.
197949835,Delivery,positive,0.9596308469772339,Good quality and delivery is fast.
215049849,Product Quality,positive,0.8892284035682678,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!
215051645,Product Quality,positive,0.976243793964386,This ink works perfect. Especially for the price and for that quick quality print.. I highly recommend it for anyone looking for that quality print.
215055190,Price,positive,0.7789798378944397,Cartridge is fine for the price
215252362,Delivery,positive,0.7841410040855408,Quick ordering and delivery
215257932,Delivery,positive,0.8927958607673645,Wal-Mart has excelled at fast free delivery to get my printer back in service.
216387330,Others,positive,0.9763574600219727,little pricey but happy with it.
216387332,Others,positive,0.9763574600219727,little pricey but happy with it.
223804599,Others,neutral,0.4622177481651306,The black and colored ink were neither one in a box. The expiration dates are ready to expire before I can use them.
233991823,Product Quality,positive,0.9694551825523376,Arrived on time and is very satisfied with the product thank you very much
239741289,Product Quality,negative,0.7589682936668396,"On Jan. 31, 2024, I received HP 2 pack Black/Tricolor Original ink cartridges (Walmart %23 TOA36AN%23140) and inserted them on March 15, 2024.  The black ink was OK but the Tricolor cartridge was empty!!!  I will not order HP ink cartridges from Walmart again!"
245952541,Price,positive,0.9552069306373596,I use HP and happy with this ink price.
245952541,Product Quality,positive,0.9552069306373596,I use HP and happy with this ink price.
245956939,Product Quality,positive,0.9428065419197083,Ordered online. the product was delivered on time and in good condition.
256818598,Product Quality,positive,0.8692121505737305,shipping was fadt and hassle free as always quality product
259655319,Price,positive,0.9666075706481934,Prefer HP products %26 this was reasonably priced.
259655319,Product Quality,positive,0.9666075706481934,Prefer HP products %26 this was reasonably priced.
301837131,Others,positive,0.8985452651977539,Quick and easy to order snd had my ink in two days. Saved driving 90 miles round trip to buy it at the store.
301984956,Others,positive,0.8985452651977539,Quick and easy to order snd had my ink in two days. Saved driving 90 miles round trip to buy it at the store.
301985512,Others,positive,0.5750893950462341,Does the job and arrived as expected. The ink is so expensive anymore but it is what it is.
303714726,Delivery,positive,0.9488351941108704,IT WAS FAST AND EXACTLY WHAT I ORDERED!!!!!!!!
304093877,Price,positive,0.8947681188583374,Fast service and reasonable price
304093877,Customer Service,positive,0.8947681188583374,Fast service and reasonable price
306894784,Price,positive,0.9542050361633301,Good price...fast delivery...
306894784,Product Quality,positive,0.9542050361633301,Good price...fast delivery...
306894784,Delivery,positive,0.9542050361633301,Good price...fast delivery...
311437034,Others,positive,0.9180245399475098,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic"
311437037,Others,negative,0.8947380185127258,The cost is significant but I don't want to enroll in the HP ink program.
311437466,Others,positive,0.9561517834663391,I like -  because they are the correct cartridge; cost was a little higher than the previous company; but I am satisfied.
311438572,Price,positive,0.974834144115448,Great price. Fast shipping.
311441216,Product Quality,negative,0.9917059540748596,i ordered the wrong cartridge...could not return it as i had opened it...my bad
311441216,Customer Service,negative,0.9917059540748596,i ordered the wrong cartridge...could not return it as i had opened it...my bad
311443314,Product Quality,positive,0.8892284035682678,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!
311447986,Customer Service,negative,0.7403481602668762,"I placed my order for shipping but apparently the warehouse was out of the black ink so they switched to store delivery to ship the color cartridge. When I called customer support I was issued a refund but was also promised an e-mail gift card to cover the reorder since I would now be charged shipping fee. I was placed on hold so she could issue the refund and send me the gift card but somehow was transferred to a different person who transferred me back to customer service only to get someone different who looked in my account, told me that the original person had placed the item back in my cart for me and selected shipping and that the gift card can take a bit to arrive in my email but gave me a promo code for all the confusion which I di..."
311447986,Delivery,negative,0.7403481602668762,"I placed my order for shipping but apparently the warehouse was out of the black ink so they switched to store delivery to ship the color cartridge. When I called customer support I was issued a refund but was also promised an e-mail gift card to cover the reorder since I would now be charged shipping fee. I was placed on hold so she could issue the refund and send me the gift card but somehow was transferred to a different person who transferred me back to customer service only to get someone different who looked in my account, told me that the original person had placed the item back in my cart for me and selected shipping and that the gift card can take a bit to arrive in my email but gave me a promo code for all the confusion which I di..."
311448242,Others,negative,0.9594272375106812,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product"
311579515,Others,negative,0.9594272375106812,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product"
311876967,Product Quality,positive,0.9618846774101257,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.
311882919,Others,negative,0.9594272375106812,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product"
312059475,Product Quality,positive,0.9618846774101257,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.
312059899,Product Quality,positive,0.8892284035682678,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!
314202478,Price,positive,0.5371524691581726,"HP has always made good printer ink. But for the price they charge for it, it should last a lot longer!"
318922020,Delivery,positive,0.8909381628036499,this item I received ok on delivery
325404133,Delivery,positive,0.820084810256958,"quick delivery , worked as it should"
341174992,Others,positive,0.9180245399475098,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic"
341175410,Price,negative,0.9730321168899536,Fast ship good price. It's a shame I had to order this from another walmart and not my local store.
341183285,Others,negative,0.9796980023384094,both came in defective
341473442,Others,positive,0.891739010810852,I have always been able to get my ink from Walmart even when other places have been out of stock .  The price has gone up a little bit but still the best price in town for ink cartridge.
342372244,Price,positive,0.9869661927223206,Price is right and can't beat free shipping. HP ink cartridges are the best!
342372244,Product Quality,positive,0.9869661927223206,Price is right and can't beat free shipping. HP ink cartridges are the best!
361393342,Product Quality,positive,0.9811684489250183,Excellent quality and wear!
361394278,Price,negative,0.49856019020080566,The ink cartridge is good but it is expensive.
361394278,Product Quality,negative,0.49856019020080566,The ink cartridge is good but it is expensive.
362502859,Product Quality,negative,0.9009733200073242,"Won't use anything except an HP made ink cartridge which are way too expensive. 
Goes through all kinds of start up checking when you turn it on. Real pane when all I want to do is print something now. 
I have always bought HP thinking it was the best. Not any more. Looking at replacements already."
362739061,Others,negative,0.6440850496292114,"The HP Smart is very useful. I’ve had some issues when I moved the printer from Canada to California. These were handled by Tech support with efficiency.
I needed an ink shipment and it was sent to my CA address, instead of to Canada. The next shipment will be sent to Ontario as requested."
365173990,Others,positive,0.9323385953903198,Easy and convenient ink ordering process. Printer is great.
365204290,Price,positive,0.9625282287597656,"It's not a perfect printer, but being able to print coloured items without costing a fortune and still have the pictures come out looking good is great.
I love that you can see how much ink is in the printer the fact that the ink is reasonable to purchase.
We always used a laser printer before, but it was just too costly to replace the ink when we started printing more colour documents."
365204290,Product Quality,positive,0.9625282287597656,"It's not a perfect printer, but being able to print coloured items without costing a fortune and still have the pictures come out looking good is great.
I love that you can see how much ink is in the printer the fact that the ink is reasonable to purchase.
We always used a laser printer before, but it was just too costly to replace the ink when we started printing more colour documents."
365252354,Customer Service,negative,0.8418093323707581,My printer works fine but for some reason its not talking to HP so I am receiving emails telling me my instant ink is not working ??? I ring the 'wireless help line' on the number given in the email and after 30 odd minutes get nowhere and being told constantly that my email address is not recognised by your system then told I would receive a call at 16:30 today its not 17:20 and surprise surprise no call awful service. Case Number 5120451521 - has been Created CRM:0098277000001
365255065,Delivery,negative,0.7686918377876282,"I thought with a new printer, we had free ink, but I have had two lots of ink delivered and two amounts of £4.49 taken from my bank account.   Where is the free ink promised.   If you were not going to keep to your side of the bargain, perhaps I would have been better off going elsewhere.    I am sending back the cartridges from my replaced printer, a lot of ink left unused."
365300241,Others,negative,0.6099125146865845,"I have had to speak to customer support twice. The new printer has no screen to see what the machine is doing or instructions how to change settings. I want to change my setting to 
 economy for lighter ink but no one seems to know how on the Hp chat..."
365568742,Others,positive,0.6101282835006714,Very slow printing and the black ink got finished in just 200 pages printing.
365615471,Product Quality,positive,0.9757466316223145,"I have never had a problem with this printer, everything I’ve givin it to print came out great
I would recommend this printer, great buy and quality for the price, and the insta ink is a plus. Anna Steadman"
365729261,Others,positive,0.5692335367202759,"This printer is working well so far, but I have two other HP Printers that print blank pages, even with full ink tanks."
365798675,Others,negative,0.7674242854118347,"This printer was a replacement machine I had, but I was downgraded from what I had my form of printer had a scan tray and had individual ink cartridges, which I prefer the printer I was sent, as of the placement is a downgrade, and I did not appreciate it"
365801986,Others,negative,0.47127845883369446,When I need Ink I get ink
365810954,Product Quality,positive,0.8364055156707764,Printer is great - color quality not always on point.
365814307,Others,negative,0.9007639288902283,"I give 8 scarecrows because it doesn't do doble sided printing automatically  and it is hard to figured out how to place the page without messing it out. When you are in a rush and you don't put attention on the drawings you mess out and you end lossing time, paper and ink .  Also when you please correctly the paper for doble sided printing it doesn't mach the sequence."
366182020,Product Quality,positive,0.868452250957489,We've used HP printers for years.  We've always been pleased with the quality and cost.  This is the first time we are using your ink service.
366552211,Product Quality,positive,0.9019436836242676,Printouts seem very good. Ink is expensive and didn't seem to last very long before I had to purchase ink replacement.
366555458,Product Quality,positive,0.9023227095603943,"Good when it prints ok, ink seems to dry up in the cartridge both black and colour"
366564673,Others,negative,0.9411677122116089,"You are just charging me every month I have not received any ink plus I can’t get the printer to stay connected.

I will never buy an hp printer again.

I own 3 with the same problem."
366571532,Product Quality,negative,0.9795368313789368,"I bought the printer and the refill of the ink  then the Printer broke and got printer under warranty when ink ran out tried to use the new ink from old printer told me it was nor able to use ink because it was not the ink with the machine  This is why I am not happy 
Plus when the 1st machine went out it left ink all over the printrer"
366571532,Customer Service,negative,0.9795368313789368,"I bought the printer and the refill of the ink  then the Printer broke and got printer under warranty when ink ran out tried to use the new ink from old printer told me it was nor able to use ink because it was not the ink with the machine  This is why I am not happy 
Plus when the 1st machine went out it left ink all over the printrer"
366571532,Delivery,negative,0.9795368313789368,"I bought the printer and the refill of the ink  then the Printer broke and got printer under warranty when ink ran out tried to use the new ink from old printer told me it was nor able to use ink because it was not the ink with the machine  This is why I am not happy 
Plus when the 1st machine went out it left ink all over the printrer"
366575287,Others,negative,0.4072226881980896,"I am not receiving my ink replacement as regularly as I did with my last HP printer. If I am asked, I will share my good experiences regarding HP, but I choose to allow others to make their own choice.  I do like HP because I chose to purchase another HP printer and participate in their ink program."
366578196,Product Quality,positive,0.9735751748085022,I deliberately chose another HP printer when my last one wore out.  The Envy suits all my families needs whether I'm printing or scanning or photocopying.  All the prints are good quality.  I'm also subscribed to Instant Ink with HP and its one of the best decisions I made.  No Korean running out of ink halfway through something!
366578206,Others,negative,0.5216529369354248,"I like the printer, but the ink is printing very pale, and I need new cartridges. These were recently replaced, and the color is pale. I am not sure why, and the printer gives a message that it needs new cartridges. Please send me new cartridges. Hopefully they will print better. 
Thank you."
366609433,Others,negative,0.9044265151023865,"piece of junk would not stay on line, had to get support every time I had to use it. returned for different hp printer and the ink cartridges were bad from the factory. returned that and bought a Epsom, not a problem, what happened to HP. 
I will never buy another HP product again!"
366728709,Product Quality,positive,0.9518085718154907,The printer works very well. And I am pleased that HP always carries the ink cartridges needed by the OfficeJet Pro 6968 printer whenever I need more ink.
366748411,Others,negative,0.8890860080718994,"The quality of the ink supplied is awful. The ink smudges and this is well after it has dried. 
Having to keep the printer on at all times is not cost effective either and the light is not good on the eye at night too.
Poor quality."
366843507,Others,positive,0.42037129402160645,From the very 1st day printer giving white lines in color printing
366859545,Others,negative,0.6828590631484985,I haven’t received any cartridges for nearly a year.
366862004,Others,positive,0.8715410828590393,I enjoy the printer because it allows me to do multiple things and I can receive my ink through mail without having to look around and find ink
366870574,Others,negative,0.5792440176010132,"I like HP and prefer the two cartridge system. However, this printer was not as easy to set up as ones in the past and is a bit more complicated to use. I do like the ink program."
366873378,Others,positive,0.401620477437973,I like the printer but not having to subscribe for ink. I should be able to use the printer I purchased regardless if I choose to use your ink or not.
366882877,Price,negative,0.8193115592002869,Works very good but ink very pricey.
366913031,Others,negative,0.8767452239990234,My last hp broke down due to bad software so I bought a replacement thinking I could use the ink cartridges from that one but apparently you have to use the set up cartridges while the other ones goto waste... never again will I support am hp product
366978655,Others,negative,0.78482586145401,I’m really not that impressed at all yet. I signed up and ordered my ink a week ago and still havnt received it. I need this ink and it’s still not here. I’m not happy yet! I’ll let you know. 🤔 Thanks
366987586,Others,positive,0.8613503575325012,I have always had HP printers and found to be very reliable. The ink cartridges arrive in time before running out of ink.
366988458,Others,negative,0.9637886881828308,"Terrible customer support.  Actually NO customer support.  I caouldn't get anyone on the phone.  I canceled my subscription and I still have ink that needs to go back to you.  I couldn't find anywhere to get a return envelope from you so I can mail them back.  Then, I THINK I found that area on your website, but I still haven't received anything from HP to return them.  TERRIBLE customer experience."
366991117,Product Quality,positive,0.9435156583786011,Good printer. Cartridges don't seem to last as long as my last HP printer cartridges
366993002,Others,negative,0.42756685614585876,"I like HP products. I purchased to replace my HPO OfficeALL IN ONE 
that had color issues 
However after purchasing the Envy I was disappointed with having to use the smart app to proces most applications so although it’s only 6 months old I’m going to replace it with one similar to my old one."
366997405,Product Quality,positive,0.9122397899627686,The printer works well and silence..not like another brand.I also enjoyed using it since it has an app that can connect perfectly via over my phone and my laptops.The WiFi direct also works pretty well and easy to connect with just one click button on the printer....The printer result also was quite nice and clear.Only one issue is about the ink catridge is a bit expensive and not as much bigger than the other brands...If the size were same as the price I really love it!
366998646,Product Quality,positive,0.9868582487106323,"It is an amazing value. Additionally , it is well thought out and functions as advertised. The paper tray seems a bit sticky/ awkward , but works just fine. I’m certain everyone want less expensive ink ; for me, paying less for the printer is. Still a better business model. Thanks!"
366998719,Others,positive,0.48863616585731506,"Well, it has been working good now. I was ready to buy another one because it wouldn’t print properly. I bought new ink cartridges, and it still didn’t work. By comparing the ink cartridges I found out that there was a defect on one of the new cartridges face. I never got my money back and still have the defective cartridge. So the incident left me not liking HP. I wish I had bought another Canon printer at that time."
367004252,Product Quality,negative,0.7424313426017761,"The printer is very good although sometimes it simply disconnects from the Wi-Fi connection, but in terms of the ink subscription with HP it has not gone very well for me, currently the printer does not recognize its own inks and now I have run out of ink black and they haven't sent me the new one. I don't know if it's worth it to continue paying the subscription."
367009795,Others,negative,0.8211039304733276,I'm now getting a black line down through each page when I print.
367040315,Others,negative,0.883177638053894,"1 The HP app will not allow the use of other suppliers ink. We are than forced to use HP cartridges which are not commercially the best.

2. We had to set up the printer quickly as a replacement for the previous model . your web site led us to a third party supplier , who conned us out of ewe used one of your"
367085247,Others,neutral,0.4984140694141388,Plz do not buy hp printers. They will refuse service citing any non sense reason. Epson is rather great in color printing with same day service and resolution
367088454,Others,negative,0.9532344937324524,"False advertising,  you said your printer connection is via Bluetooth,? But it don't work by Bluetooth unless it's via another HP App and vi'a Wi-Fi aswel , so dosnt work eith Bluetooth connection only, as advertised on amazon and elsewhere,  forcing everyone to download yiur hp apps which just  like your wifi technology is very problematic hardly ever works, had 3 previous hp printers all was a knightmare ink runs dry very quick very few pages printed before it tuns out and 80% of the time impossible to get connected via your printer wifi knightmare set up security settings direct , or ip address none of the methods work"
367088794,Price,negative,0.7726384401321411,I have always had hp printers and was satisfied with them.  The price of the ink cartridges was the big drawback.  I print a lot so I am hoping the tank printers save me money.
367097490,Others,negative,0.6623785495758057,"This is the second HP printer I have purchased and had problems with in the past month. The 7602 was the worst.  It started with an ""ADF"" paper jam message before any paper had been introduced into the printer.  I am still getting this massage which will then not allow me to print or scan documents until I open the document feeder and the scanning bed before printing.  There is no paper in the ADF during these occasions.  During initial setup, It also said that the print cartridge carriage was jammed and unable to move.  While talking to HP tech support I noticed that the gray top on the print cartridge carriage was loose.  I opened the carriage top and successfully snapped the cover down while waiting for another solution from the tech rep.  It solved the carriage problem. The gray cover had apparently been left unfastened during factory assembly and was not covered in any of the setup instructions. The ADF issue is still a problem with this printer."
367097859,Product Quality,positive,0.979586660861969,"The HP Smart Tank 580 All-in-One Printer generally receives positive reviews for its performance, features, reliability, and value for money. It's known for its efficient ink tank system, which can save money on ink refills compared to traditional cartridge-based printers. The printer offers good print quality for both documents and photos, and its all-in-one functionality (printing, scanning, copying) adds convenience for home or small office use. In terms of reliability, it's reported to be sturdy and dependable over time. Overall, it's considered a solid choice for those looking for a cost-effective and reliable printing solution."
367099069,Product Quality,positive,0.8512839674949646,I like the printer but it keeps losing WiFi signal. It is only 2 meters away from the router. I find the instant ink very easy and convenient. It's economical and is always up to date with new cartridges. We have been using hp for many years now and will continue to do so.
367099379,Product Quality,positive,0.9829354286193848,"All is good, quality of printing, the cartridges seem to last for ever! Thank you :)"
367099850,Others,positive,0.48988813161849976,It's a nice printer and I would recommend it but you run out of ink quickly and it's expensive to buy more and more of.
367102223,Others,negative,0.5136913657188416,Black ink cartridge drys out when half full.
367102461,Others,negative,0.944290280342102,Don’t like having to pay monthly to use this printer. If you don’t sign up for the ink refill it doesn’t work.
367104017,Others,negative,0.9574956893920898,"I’ve been a faithful customer with more than one hp printer and instant ink subscription for at least five years. My hp printers constantly went offline and required a ridiculous amount of time spent each time to get them back online.  I work from home and although I enjoyed the convenience of having the instant ink delivered to my house, the constant issues with my printers, which took up a great deal of my working time more than I wanted to also once I really sat down and took the time to look at the expense of my instant subscription I think I was being ripped off. Completely not worth it."
367104741,Product Quality,negative,0.9186502695083618,Your   printer is very g good  for making copies. Your ink is lousy  When you install replacement you claim the black  runs out but you clam the. Colored ones hav to be replaced at t he same time I That is a lie My next printer will not be yours  The ink is too  Expensive
367105192,Others,negative,0.8381807208061218,Subscribed to hp instant ink and haven’t been able to make contact and get service for more than a year
367105735,Others,negative,0.9128488898277283,"It is too difficult to install the ink cartridges, the screen where you have copy , fax, etc is to small and hard to see and operate.  The paper tray cover is not is to take off and back on"
367107841,Others,negative,0.8924116492271423,When copying printing takes too long when low on ink it prints horribly and inks are too expensive
367108968,Others,negative,0.5162217617034912,Ink cartridges dry very fast
367109230,Product Quality,positive,0.9467968940734863,Great color and high quality printing. It also has the capability to do double sided printing.
367109891,Product Quality,negative,0.7419536113739014,"This printer is only 3 years old. I do not print a large quantity of documents from this, but in the past six months I have had trouble with the printer cartridges. After I put in three new color cartridges, I got a message that they were previously used. I tried several times. So I purchased three more color cartridges. When I printed a document that had yellow highlighting, the first page had yellow but subsequent pages has green and blue highlighting. According to someone at Staples, I needed to clean the cartridge heads. I could not find the mechanism on my printer to do this. I will have to buy a new printer because some of the documents I print need to have the correct color. I am not sure I will get another HP."
367118730,Product Quality,negative,0.5439502596855164,Printer should use bottled ink instead of Cartridge ink
367119658,Product Quality,positive,0.9462486505508423,"Because your company sent me a refillable cartridge ahead of time, when I was trying to complete a project late at night and the stores where close it made my night, I thank the company for being up on taking care of your customers."
367120485,Price,positive,0.6879417896270752,"Overall the printer is functional and dependable and does all the things I need it to do.  The price of ink cartridges is still, and has always been, somewhat excessive, which is why the score is not higher."
367121423,Others,negative,0.8489410281181335,"If the printer sets idle for any length of time jets dry up ,printer won't print, replacement ink is way to expensive, very pour design."
367132620,Others,negative,0.8442419767379761,"Printer seemed inexpensive, simple, and did the job when I bought it on sale. However, I did not realize it wouldnot print directly from wifi or a cord without complicated software interface.  

It was complicated to install but I did it and it worked for about a week.  After a week I it went off line.  After that I ;could not maintain the wifi connection for more than one printing session.  I was constantly updating - removing the software, updating, and reconnecting.  I think HP has made something simple that worked complicated with the goal of ultimately selling more ink.  No thanks. Six months of ""free"" ink does not deliver without the complcated and disfunctional connection.  Not worth the hassle.  This one goes to the dump and will be replaced with a corded tried and true printer.  

I do not want to bother with the smart hub - did not realize I would have to go through HP to print when I bought the printer."
367148911,Others,negative,0.9271276593208313,"1.  The replacement cartridges are ridiculously expensive, what a scam!!!
2.  Having to login in everytime I need to scan  - why??? The App directs to Sign In.

I am extremely disappointed in this product and one never gets feedback or at least a remedy.  I still have the printer - nobody is interested in buying it because it is too expensive to replace cartridges.  I can't even give the thing away, nobody wants it.  Very expensive scanner."
367149400,Others,positive,0.9670864939689636,"It's a great printer. It's quite easy to use and change ink cartridges.  And if there are any issues,  you'll immediately receive a email to help solve problem."
367178835,Product Quality,negative,0.6932745575904846,"Not as clear of printing as I was expecting.  I had an HP All In One 6910 that was amazing. But after the bad ink cartridges that were sent out by HP  Services my printer went downhill. It never printed the same again,  even when I replaced the new cartridges you sent out to replace the flawed ones.  I guess I was expecting the same quality from this new printer as well. It just doesn't cut it. I definitely would not recommend this printer to anyone.  The sales person at Best Buy assured me that this printer was just as good if not better than my original one. I strongly disagree!"
367179894,Product Quality,positive,0.9358975887298584,I found that setting it up was fairly easy prints a bit slower then a laserjet does but as far as I have used it colors and quality look good especially for the price. Overall I’m really happy with it signed up for the HP ink program and I’m excited to see what it brings!
367180095,Others,negative,0.618274450302124,Set up ok - difficulty in putting ink cartridges in and no instructions on how to do it.  Printer itself seems very insubstantial.  It was difficult to print because my iPad Pro could not identify the printer until I took the iPad close to the printer.
367180167,Others,negative,0.8463944792747498,"Very difficult to get help. You have a chat line but if the question isn’t with in certain parameters you just go in circles. It isn’t a true chat line. 
I was trying to ask about ink because I didn’t get any with the printer."
367180208,Others,negative,0.96616530418396,"I was installing a new printer (inkjet 9135e).  The very thin instructions indicated that there should be a ‘click’ sound when installing the ink like past HP printers I’ve had.  Not so!  Bad design; as it takes very little for these cartridges to pop back out.  I figured I was doing it wrong.  I started looking for assistance and there was no method to get assistance in a timely fashion.  I did chat and that was frustrating: make an account, wait for an agent, and then re enter all of the info that I just put into the account set up.  Why have an account?"
