Survey ID,sentence,Customer Service,Delivery,Others,Price,Product Quality
239741289,"On Jan. 31, 2024, I received HP 2 pack Black/Tricolor Original ink cartridges (Walmart %23 TOA36AN%23140) and inserted them on March 15, 2024.  The black ink was OK but the Tricolor cartridge was empty!!!  I will not order HP ink cartridges from Walmart again!",1,1,0,1,1
245952541,I use HP and happy with this ink price.,0,0,1,0,0
245956939,Ordered online. the product was delivered on time and in good condition.,1,1,0,0,1
256818598,shipping was fadt and hassle free as always quality product,0,0,0,0,1
259655319,Prefer HP products %26 this was reasonably priced.,0,0,0,1,1
301837131,Quick and easy to order snd had my ink in two days. Saved driving 90 miles round trip to buy it at the store.,1,1,0,0,1
301984956,Quick and easy to order snd had my ink in two days. Saved driving 90 miles round trip to buy it at the store.,1,1,0,0,1
301985512,Does the job and arrived as expected. The ink is so expensive anymore but it is what it is.,0,0,1,0,0
303714726,IT WAS FAST AND EXACTLY WHAT I ORDERED!!!!!!!!,1,0,0,0,0
304093877,Fast service and reasonable price,1,0,0,1,0
306894784,Good price...fast delivery...,1,1,0,1,1
311437034,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic",0,0,1,0,0
311437037,The cost is significant but I don't want to enroll in the HP ink program.,0,0,0,1,0
311437466,I like -  because they are the correct cartridge; cost was a little higher than the previous company; but I am satisfied.,1,0,0,1,1
311438572,Great price. Fast shipping.,0,0,0,1,0
311441216,i ordered the wrong cartridge...could not return it as i had opened it...my bad,1,0,0,0,1
311443314,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!,1,0,0,0,1
311447986,"I placed my order for shipping but apparently the warehouse was out of the black ink so they switched to store delivery to ship the color cartridge. When I called customer support I was issued a refund but was also promised an e-mail gift card to cover the reorder since I would now be charged shipping fee. I was placed on hold so she could issue the refund and send me the gift card but somehow was transferred to a different person who transferred me back to customer service only to get someone different who looked in my account, told me that the original person had placed the item back in my cart for me and selected shipping and that the gift card can take a bit to arrive in my email but gave me a promo code for all the confusion which I di...",1,1,0,0,0
311448242,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product",0,0,0,1,1
311579515,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product",0,0,0,1,1
311876967,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.,0,0,0,0,1
311882919,"It doesn't last as long as it use to. Literally print 20 pages and the ink is gone, whereas it use to print up to 100 pages before needing to be changed. Shame on the company for charging more for less product",0,0,0,1,1
312059475,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.,0,0,0,0,1
312059899,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!,1,0,0,0,1
314202478,"HP has always made good printer ink. But for the price they charge for it, it should last a lot longer!",0,0,0,1,1
318922020,this item I received ok on delivery,0,1,0,0,0
325404133,"quick delivery , worked as it should",1,1,0,0,1
341174992,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic",0,0,1,0,0
341175410,Fast ship good price. It's a shame I had to order this from another walmart and not my local store.,1,0,0,1,1
341183285,both came in defective,0,0,0,0,1
341473442,I have always been able to get my ink from Walmart even when other places have been out of stock .  The price has gone up a little bit but still the best price in town for ink cartridge.,0,0,0,1,1
342372244,Price is right and can't beat free shipping. HP ink cartridges are the best!,0,0,0,1,1
361393342,Excellent quality and wear!,0,0,0,0,1
361394278,The ink cartridge is good but it is expensive.,0,0,0,1,1
362502859,"Won't use anything except an HP made ink cartridge which are way too expensive. 
Goes through all kinds of start up checking when you turn it on. Real pane when all I want to do is print something now. 
I have always bought HP thinking it was the best. Not any more. Looking at replacements already.",0,0,0,1,1
362739061,"The HP Smart is very useful. I’ve had some issues when I moved the printer from Canada to California. These were handled by Tech support with efficiency.
I needed an ink shipment and it was sent to my CA address, instead of to Canada. The next shipment will be sent to Ontario as requested.",1,0,0,0,1
365173990,Easy and convenient ink ordering process. Printer is great.,0,0,1,0,0
365204290,"It's not a perfect printer, but being able to print coloured items without costing a fortune and still have the pictures come out looking good is great.
I love that you can see how much ink is in the printer the fact that the ink is reasonable to purchase.
We always used a laser printer before, but it was just too costly to replace the ink when we started printing more colour documents.",0,0,0,0,1
365252354,My printer works fine but for some reason its not talking to HP so I am receiving emails telling me my instant ink is not working ??? I ring the 'wireless help line' on the number given in the email and after 30 odd minutes get nowhere and being told constantly that my email address is not recognised by your system then told I would receive a call at 16:30 today its not 17:20 and surprise surprise no call awful service. Case Number 5120451521 - has been Created CRM:0098277000001,1,0,0,0,1
365255065,"I thought with a new printer, we had free ink, but I have had two lots of ink delivered and two amounts of £4.49 taken from my bank account.   Where is the free ink promised.   If you were not going to keep to your side of the bargain, perhaps I would have been better off going elsewhere.    I am sending back the cartridges from my replaced printer, a lot of ink left unused.",1,1,0,1,1
365300241,"I have had to speak to customer support twice. The new printer has no screen to see what the machine is doing or instructions how to change settings. I want to change my setting to 
 economy for lighter ink but no one seems to know how on the Hp chat...",1,0,0,0,0
365568742,Very slow printing and the black ink got finished in just 200 pages printing.,0,0,1,0,0
365615471,"I have never had a problem with this printer, everything I’ve givin it to print came out great
I would recommend this printer, great buy and quality for the price, and the insta ink is a plus. Anna Steadman",0,0,0,1,1
365729261,"This printer is working well so far, but I have two other HP Printers that print blank pages, even with full ink tanks.",0,0,1,0,0
365798675,"This printer was a replacement machine I had, but I was downgraded from what I had my form of printer had a scan tray and had individual ink cartridges, which I prefer the printer I was sent, as of the placement is a downgrade, and I did not appreciate it",0,0,0,0,1
365801986,When I need Ink I get ink,0,0,1,0,0
365810954,Printer is great - color quality not always on point.,0,0,0,0,1
365814307,"I give 8 scarecrows because it doesn't do doble sided printing automatically  and it is hard to figured out how to place the page without messing it out. When you are in a rush and you don't put attention on the drawings you mess out and you end lossing time, paper and ink .  Also when you please correctly the paper for doble sided printing it doesn't mach the sequence.",0,0,1,0,0
366182020,We've used HP printers for years.  We've always been pleased with the quality and cost.  This is the first time we are using your ink service.,0,0,1,0,0
366552211,Printouts seem very good. Ink is expensive and didn't seem to last very long before I had to purchase ink replacement.,0,0,1,0,0
366555458,"Good when it prints ok, ink seems to dry up in the cartridge both black and colour",0,0,0,0,1
366564673,"You are just charging me every month I have not received any ink plus I can’t get the printer to stay connected.

I will never buy an hp printer again.

I own 3 with the same problem.",0,0,1,0,0
366571532,"I bought the printer and the refill of the ink  then the Printer broke and got printer under warranty when ink ran out tried to use the new ink from old printer told me it was nor able to use ink because it was not the ink with the machine  This is why I am not happy 
Plus when the 1st machine went out it left ink all over the printrer",1,0,0,0,1
366575287,"I am not receiving my ink replacement as regularly as I did with my last HP printer. If I am asked, I will share my good experiences regarding HP, but I choose to allow others to make their own choice.  I do like HP because I chose to purchase another HP printer and participate in their ink program.",0,0,1,0,0
366578196,I deliberately chose another HP printer when my last one wore out.  The Envy suits all my families needs whether I'm printing or scanning or photocopying.  All the prints are good quality.  I'm also subscribed to Instant Ink with HP and its one of the best decisions I made.  No Korean running out of ink halfway through something!,0,0,0,0,1
366578206,"I like the printer, but the ink is printing very pale, and I need new cartridges. These were recently replaced, and the color is pale. I am not sure why, and the printer gives a message that it needs new cartridges. Please send me new cartridges. Hopefully they will print better. 
Thank you.",0,0,0,0,1
366609433,"piece of junk would not stay on line, had to get support every time I had to use it. returned for different hp printer and the ink cartridges were bad from the factory. returned that and bought a Epsom, not a problem, what happened to HP. 
I will never buy another HP product again!",1,0,0,0,1
366728709,The printer works very well. And I am pleased that HP always carries the ink cartridges needed by the OfficeJet Pro 6968 printer whenever I need more ink.,1,0,0,0,1
366748411,"The quality of the ink supplied is awful. The ink smudges and this is well after it has dried. 
Having to keep the printer on at all times is not cost effective either and the light is not good on the eye at night too.
Poor quality.",0,0,0,0,1
366843507,From the very 1st day printer giving white lines in color printing,0,0,1,0,0
366859545,I haven’t received any cartridges for nearly a year.,1,0,0,0,0
366862004,I enjoy the printer because it allows me to do multiple things and I can receive my ink through mail without having to look around and find ink,0,0,1,0,0
366870574,"I like HP and prefer the two cartridge system. However, this printer was not as easy to set up as ones in the past and is a bit more complicated to use. I do like the ink program.",0,0,1,0,0
366873378,I like the printer but not having to subscribe for ink. I should be able to use the printer I purchased regardless if I choose to use your ink or not.,0,0,1,0,0
366882877,Works very good but ink very pricey.,0,0,0,1,0
366913031,My last hp broke down due to bad software so I bought a replacement thinking I could use the ink cartridges from that one but apparently you have to use the set up cartridges while the other ones goto waste... never again will I support am hp product,1,0,0,0,1
366978655,I’m really not that impressed at all yet. I signed up and ordered my ink a week ago and still havnt received it. I need this ink and it’s still not here. I’m not happy yet! I’ll let you know. 🤔 Thanks,1,0,0,0,1
366987586,I have always had HP printers and found to be very reliable. The ink cartridges arrive in time before running out of ink.,0,0,0,0,1
366988458,"Terrible customer support.  Actually NO customer support.  I caouldn't get anyone on the phone.  I canceled my subscription and I still have ink that needs to go back to you.  I couldn't find anywhere to get a return envelope from you so I can mail them back.  Then, I THINK I found that area on your website, but I still haven't received anything from HP to return them.  TERRIBLE customer experience.",1,0,0,0,0
366991117,Good printer. Cartridges don't seem to last as long as my last HP printer cartridges,0,0,0,0,1
366993002,"I like HP products. I purchased to replace my HPO OfficeALL IN ONE 
that had color issues 
However after purchasing the Envy I was disappointed with having to use the smart app to proces most applications so although it’s only 6 months old I’m going to replace it with one similar to my old one.",0,0,0,0,1
366997405,The printer works well and silence..not like another brand.I also enjoyed using it since it has an app that can connect perfectly via over my phone and my laptops.The WiFi direct also works pretty well and easy to connect with just one click button on the printer....The printer result also was quite nice and clear.Only one issue is about the ink catridge is a bit expensive and not as much bigger than the other brands...If the size were same as the price I really love it!,0,0,0,1,1
366998646,"It is an amazing value. Additionally , it is well thought out and functions as advertised. The paper tray seems a bit sticky/ awkward , but works just fine. I’m certain everyone want less expensive ink ; for me, paying less for the printer is. Still a better business model. Thanks!",0,0,0,1,1
366998719,"Well, it has been working good now. I was ready to buy another one because it wouldn’t print properly. I bought new ink cartridges, and it still didn’t work. By comparing the ink cartridges I found out that there was a defect on one of the new cartridges face. I never got my money back and still have the defective cartridge. So the incident left me not liking HP. I wish I had bought another Canon printer at that time.",1,0,0,0,1
367004252,"The printer is very good although sometimes it simply disconnects from the Wi-Fi connection, but in terms of the ink subscription with HP it has not gone very well for me, currently the printer does not recognize its own inks and now I have run out of ink black and they haven't sent me the new one. I don't know if it's worth it to continue paying the subscription.",1,0,0,1,1
367009795,I'm now getting a black line down through each page when I print.,0,0,1,0,0
367040315,"1 The HP app will not allow the use of other suppliers ink. We are than forced to use HP cartridges which are not commercially the best.

2. We had to set up the printer quickly as a replacement for the previous model . your web site led us to a third party supplier , who conned us out of ewe used one of your",1,0,0,1,1
367085247,Plz do not buy hp printers. They will refuse service citing any non sense reason. Epson is rather great in color printing with same day service and resolution,1,0,0,0,1
367088454,"False advertising,  you said your printer connection is via Bluetooth,? But it don't work by Bluetooth unless it's via another HP App and vi'a Wi-Fi aswel , so dosnt work eith Bluetooth connection only, as advertised on amazon and elsewhere,  forcing everyone to download yiur hp apps which just  like your wifi technology is very problematic hardly ever works, had 3 previous hp printers all was a knightmare ink runs dry very quick very few pages printed before it tuns out and 80% of the time impossible to get connected via your printer wifi knightmare set up security settings direct , or ip address none of the methods work",0,0,1,0,0
367088794,I have always had hp printers and was satisfied with them.  The price of the ink cartridges was the big drawback.  I print a lot so I am hoping the tank printers save me money.,0,0,0,1,0
367097490,"This is the second HP printer I have purchased and had problems with in the past month. The 7602 was the worst.  It started with an ""ADF"" paper jam message before any paper had been introduced into the printer.  I am still getting this massage which will then not allow me to print or scan documents until I open the document feeder and the scanning bed before printing.  There is no paper in the ADF during these occasions.  During initial setup, It also said that the print cartridge carriage was jammed and unable to move.  While talking to HP tech support I noticed that the gray top on the print cartridge carriage was loose.  I opened the carriage top and successfully snapped the cover down while waiting for another solution from the tech rep.  It solved the carriage problem. The gray cover had apparently been left unfastened during factory assembly and was not covered in any of the setup instructions. The ADF issue is still a problem with this printer.",1,0,0,0,0
367097859,"The HP Smart Tank 580 All-in-One Printer generally receives positive reviews for its performance, features, reliability, and value for money. It's known for its efficient ink tank system, which can save money on ink refills compared to traditional cartridge-based printers. The printer offers good print quality for both documents and photos, and its all-in-one functionality (printing, scanning, copying) adds convenience for home or small office use. In terms of reliability, it's reported to be sturdy and dependable over time. Overall, it's considered a solid choice for those looking for a cost-effective and reliable printing solution.",0,0,0,0,1
367099069,I like the printer but it keeps losing WiFi signal. It is only 2 meters away from the router. I find the instant ink very easy and convenient. It's economical and is always up to date with new cartridges. We have been using hp for many years now and will continue to do so.,0,0,0,0,1
367099379,"All is good, quality of printing, the cartridges seem to last for ever! Thank you :)",1,0,0,0,1
367099850,It's a nice printer and I would recommend it but you run out of ink quickly and it's expensive to buy more and more of.,0,0,0,1,1
367102223,Black ink cartridge drys out when half full.,0,0,1,0,0
367102461,Don’t like having to pay monthly to use this printer. If you don’t sign up for the ink refill it doesn’t work.,0,0,1,0,0
367104017,"I’ve been a faithful customer with more than one hp printer and instant ink subscription for at least five years. My hp printers constantly went offline and required a ridiculous amount of time spent each time to get them back online.  I work from home and although I enjoyed the convenience of having the instant ink delivered to my house, the constant issues with my printers, which took up a great deal of my working time more than I wanted to also once I really sat down and took the time to look at the expense of my instant subscription I think I was being ripped off. Completely not worth it.",1,0,0,1,1
367104741,Your   printer is very g good  for making copies. Your ink is lousy  When you install replacement you claim the black  runs out but you clam the. Colored ones hav to be replaced at t he same time I That is a lie My next printer will not be yours  The ink is too  Expensive,1,0,0,1,1
367105192,Subscribed to hp instant ink and haven’t been able to make contact and get service for more than a year,1,0,0,1,1
367105735,"It is too difficult to install the ink cartridges, the screen where you have copy , fax, etc is to small and hard to see and operate.  The paper tray cover is not is to take off and back on",0,0,0,0,1
367107841,When copying printing takes too long when low on ink it prints horribly and inks are too expensive,0,0,0,1,0
367108968,Ink cartridges dry very fast,0,0,1,0,0
367109230,Great color and high quality printing. It also has the capability to do double sided printing.,0,0,0,0,1
367109891,"This printer is only 3 years old. I do not print a large quantity of documents from this, but in the past six months I have had trouble with the printer cartridges. After I put in three new color cartridges, I got a message that they were previously used. I tried several times. So I purchased three more color cartridges. When I printed a document that had yellow highlighting, the first page had yellow but subsequent pages has green and blue highlighting. According to someone at Staples, I needed to clean the cartridge heads. I could not find the mechanism on my printer to do this. I will have to buy a new printer because some of the documents I print need to have the correct color. I am not sure I will get another HP.",1,0,0,0,1
367118730,Printer should use bottled ink instead of Cartridge ink,0,0,0,1,1
367119658,"Because your company sent me a refillable cartridge ahead of time, when I was trying to complete a project late at night and the stores where close it made my night, I thank the company for being up on taking care of your customers.",1,1,0,0,1
367120485,"Overall the printer is functional and dependable and does all the things I need it to do.  The price of ink cartridges is still, and has always been, somewhat excessive, which is why the score is not higher.",0,0,0,1,0
367121423,"If the printer sets idle for any length of time jets dry up ,printer won't print, replacement ink is way to expensive, very pour design.",0,0,1,0,0
367132620,"Printer seemed inexpensive, simple, and did the job when I bought it on sale. However, I did not realize it wouldnot print directly from wifi or a cord without complicated software interface.  

It was complicated to install but I did it and it worked for about a week.  After a week I it went off line.  After that I ;could not maintain the wifi connection for more than one printing session.  I was constantly updating - removing the software, updating, and reconnecting.  I think HP has made something simple that worked complicated with the goal of ultimately selling more ink.  No thanks. Six months of ""free"" ink does not deliver without the complcated and disfunctional connection.  Not worth the hassle.  This one goes to the dump and will be replaced with a corded tried and true printer.  

I do not want to bother with the smart hub - did not realize I would have to go through HP to print when I bought the printer.",0,1,0,1,1
367148911,"1.  The replacement cartridges are ridiculously expensive, what a scam!!!
2.  Having to login in everytime I need to scan  - why??? The App directs to Sign In.

I am extremely disappointed in this product and one never gets feedback or at least a remedy.  I still have the printer - nobody is interested in buying it because it is too expensive to replace cartridges.  I can't even give the thing away, nobody wants it.  Very expensive scanner.",0,0,0,1,1
367149400,"It's a great printer. It's quite easy to use and change ink cartridges.  And if there are any issues,  you'll immediately receive a email to help solve problem.",1,0,0,0,0
367178835,"Not as clear of printing as I was expecting.  I had an HP All In One 6910 that was amazing. But after the bad ink cartridges that were sent out by HP  Services my printer went downhill. It never printed the same again,  even when I replaced the new cartridges you sent out to replace the flawed ones.  I guess I was expecting the same quality from this new printer as well. It just doesn't cut it. I definitely would not recommend this printer to anyone.  The sales person at Best Buy assured me that this printer was just as good if not better than my original one. I strongly disagree!",1,0,0,1,1
367179894,I found that setting it up was fairly easy prints a bit slower then a laserjet does but as far as I have used it colors and quality look good especially for the price. Overall I’m really happy with it signed up for the HP ink program and I’m excited to see what it brings!,0,0,1,0,0
367180095,Set up ok - difficulty in putting ink cartridges in and no instructions on how to do it.  Printer itself seems very insubstantial.  It was difficult to print because my iPad Pro could not identify the printer until I took the iPad close to the printer.,0,0,1,0,0
367180167,"Very difficult to get help. You have a chat line but if the question isn’t with in certain parameters you just go in circles. It isn’t a true chat line. 
I was trying to ask about ink because I didn’t get any with the printer.",0,0,1,0,0
367180208,"I was installing a new printer (inkjet 9135e).  The very thin instructions indicated that there should be a ‘click’ sound when installing the ink like past HP printers I’ve had.  Not so!  Bad design; as it takes very little for these cartridges to pop back out.  I figured I was doing it wrong.  I started looking for assistance and there was no method to get assistance in a timely fashion.  I did chat and that was frustrating: make an account, wait for an agent, and then re enter all of the info that I just put into the account set up.  Why have an account?",1,0,0,0,1
367180520,"I signed up as soon as I set my printer over 1 week ago, and ran out of ink after 4 days. I have since been 3 days without ink, very difficult as I try to set up my new business.....
I called yesterday and was told the ink had been dispatched last week. They couldn't help more and told me to be patient.....
I checked on the Royal Mail website yesterday and it said that they had not received anything yet.....
I checked today and it says it will deliver tomorrow..... so at least 4 days without ink.
It leaves me very concerned for the future.",1,1,0,0,1
367183071,"Your company seems to be like the mafia. You're going to treat your ""customers"" as poorly as possible while squeezing as much money as possible out of them.

I just bought this new printer which was fucking horrible to set up because your fucking phone robots won't allow me to speak with anyone and then everyone I talked to wanted to pass the buck to someone else. What a shitty and horrible entity HP has become.

I pulled my old printer off of Instant ink but it doesn't come off right away, no, it takes time and your company decided to overcharge for the removal. What pure fucking scum.

Also, the page plans you offer are bullshit. There's a big unnecessary jump between plans.

I have come to hate HP as much as Comcast. What a bunch of pure fucking scumbags.

It could easily be so different. You obviously need a change in management.

You are horrible. The people who answer the phone don't want to do any work and they're rude.

You suck.",1,0,0,0,0
367183867,"The fact that I printed maybe 5 documents, no more than 2 -3 pages, 1 doc may have been 15pgs and the printer is out of ink is such a disappointment.",0,0,1,0,0
367183919,It was easy to setup. The print quality is good for a lower end printer. I like having hp’s support with ink and troubleshooting any issues.,1,0,0,0,1
367247946,"Generally, it was decently easy to set up. The physical setup was super-easy. The ink transfer was easy as well. Using the app (on my iOS phone) was relatively straightforward. The connection to the home network, however, kept causing issues. It kept erroring out right away after trying to connect via the app by saying the network was unavailable (or something similar). I tried multiple different ways, ensured the password was correct, multiple times re-entering the password, etc. I had to about 6 times ""reset"" the wireless functionality before it finally worked and was accepted. Very frustrating on that point, though the rest of everything else was relatively simple and easy.",0,0,1,0,0
367249585,"I have only had my Ecotank 7000 a short time. However  it is already clear that it is of more robust construction than my previous Epson or Canon printers. 

The installation process was very straightforward, including the tanl filling.

I was looking for a more eco friendly and cost effective home printer. The large ink tanks and refillable bottles certainly cover the first requirement. I look forward to some genuine savings when they need refilling.

The print speed and quality are excellent for a home office printer.

So far, I am very pleased with my HP Ecotank purchase. If it produces anywhere near 6000 pages and the refills are reasonably priced, I suspect the days of the cartridge printer are behind us.",0,0,0,1,1
367251217,"its goes through ink very fast
i wanted to sign up for ink to save but i did not start because it did not show the price .I don't want to sign up and then learn that the savings  are really not there",0,0,1,0,0
367254659,The printer is ok but the ink dries out before it is barely used. Major problem especially with the cost of ink. Very disappointed in this product.,0,0,0,1,1
367255014,Never worry about ink and paper no more always on supply don't half to worry about going to the store to buy,0,0,0,0,1
367255557,"your wonderful replacement cartridges broke my printer
first set would not fit
 so now i have an expensive unusable printer",1,0,0,1,1
367257072,"I've had trouble with the printer not auto ordering ink even though I have a subscription. It's also really confusing to figure out whether or not it's still active in my subscription since it's ... Outdated? Or something? Can't tell, but I can't afford a new printer and this one works so I don't understand what the issue is.",0,0,1,0,0
367257392,I did not receive print cartridges quickly enough as I had to go several days without ink and I could not print anything,0,0,0,0,1
367257755,I like the service. I haven't received my ink in a while.,1,0,0,0,0
367260601,"It rarely connected wirelessly. I would spend over an hour every time I wanted to print trying to make it work. The ink always dried out so I got 1-2 small print jobs out of each cartridge I’d have to buy. It honestly was the most frustrating and worthless printer I’ve ever had the misfortune of owning. I now have an HP laser printer and while it also won’t connect wirelessly (why even bother advertising that it does?), at least I don’t have to worry about ink drying out.",0,0,0,0,1
367263384,"I absolutely love this printer, the fact that I am able to print my photo/document and printing needs and don’t have to worry about running out of ink is pretty impressive! 
The ink arrives in the mail before I need to change it so there is no waiting! I have tried many types of printing with this printer and it has never let me down! Very worth the money and one heck of a good deal",0,0,0,0,1
367263987,Really didn't get a lot of ink need ink still don't have it for months,0,0,0,0,1
367264095,Tech support very helpful with the problems I had with the printer I purchased. It would be nice to know what the outcome of the investigation of it was when you got it back. I was given some extra free instant ink which is very much appreciated as it did take a while to sort out and several long phone calls. I was fortunate in that my brother in law did some of the more difficult changes for me.,1,0,0,0,0
367264369,"I’ve never had a printer that was so bad in running out of ink so quickly. And after I’ve replaced a cartridge, it doesn’t recognize that I have, and it tells me it needs to be replaced.",0,0,1,0,0
367265173,"The printer is responsive, prints quickly, and with quality.  I like not having to worry about buying ink as I have subscribed to the ink service.",0,0,0,0,1
367266819,"I have received some time ago 2 boxes of instant ink that do not work and would like to return them somehow. I purchased another brand that works very well with the printer.
The printer is a good working instrument.",0,0,0,0,1
367268516,"You turned off my printer, without sending me any notice that this was going to happen.   I was away from my printer for 2 months.  I needed my printer available and printable for a necessary document and was not able to print.  After numerous tries to get assistance, I was told I was required to sign up for Instant Ink service to use your printer cartridges that you will send me and if I didn't sign up, you would not turn my printer back on.  I did sign up as I needed my printer working but have now cancelled my contract with you.  I do not want to use your service and I will purchase my own printer cartridges and paper.  I have cancelled my contract. I paid for this printer so I own it and you do not.  I can't take a chance of you controlling the on/off option of my printer.  I do not want to do business with you.  I have received notice that you are sending me replacement cartridges, I do not want these from you and have cancelled my contract with you.  Connie Sydzyik",1,0,0,0,1
