,Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,nli_label
43,250230437,HP 64XL High Yield Tri-color Original Ink Cartridge,US,2,Web Reviews,English,HP US,1.0,Supplies - Ink,Centaur,,HP 64XL High Yield Tri-color Original Ink Cartridge,"I cannot rate this product because my order for HP 64XL Tri-Color cartridge was not properly filled. Instead of receiving the HP 64XL Tri-Color cartridge ordered, I was shipped HP 910 cartridges which are not compatible with any of my HP printers.",IPH,42,2024-01-03 14:50:11,2024-01-01 00:00:00,Cartridge Problem,negative comment
44,251211726,HP 63XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Black Original Ink Cartridge,HP 63XL lasts a long time and you can print with this high yield black ink which can be seen clearly.,IPH,21,2024-01-23 14:20:45,2024-01-01 00:00:00,Customer experience & expectation,positive comment
45,251212195,HP 62 2-pack Black Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black Original Ink Cartridges,J'ai toujours fait l'achat de cartouches d'origine HPXL plus performantes et permet d'imprimer plus de copies. Le coût est élevé (surtout pour un particulier) donc j'apprécie de l'acheter sur votre site et de profiter d'un rabais.,IPH,36,2024-01-15 14:47:55,2024-01-01 00:00:00,"Others, Customer experience & expectation, Cartridge Problem",positive comment
46,251212297,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,great service top notch product,IPH,5,2024-01-27 17:37:20,2024-01-01 00:00:00,Others,positive comment
47,251212397,HP 564XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Rohan,,HP 564XL High Yield Black Original Ink Cartridge,"Black ink is not printing, I can only print in color.",IIC,11,2024-01-15 14:57:31,2024-01-01 00:00:00,"Print quality, Cartridge Problem",neutral comment
48,251212407,HP 910XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Black Original Ink Cartridge,"twice recently I needed ink for my computer in a hurry. Amazon stated ""out of stock"" so I took a chance on going directly to HP and was amazed at the service, graciousness in the agent, fast shipment and even lower prices!",IIC,42,2024-01-26 14:17:31,2024-01-01 00:00:00,"Instant Ink related, Customer experience & expectation",positive comment
49,251212413,HP 67 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Obelisk,,HP 67 2-pack Black/Tri-color Original Ink Cartridges,"My HP instant ink cartridges have always performed well, meriting a 5-stars rating. I haven't installed the 67 Clr/Blk 2Pk because I still have the previous cartridges now working nicely after some installation problems with a new HP desktop printer. I'm confident the 67 Clr/Blk 2Pk will perform just as well to a 5-star rating in due time.",IPH,58,2024-01-23 07:44:29,2024-01-01 00:00:00,Others,positive comment
50,251212419,HP 65XL Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Black Original Ink Cartridge,This is what my printer requires. I had just purchased two cartridges from Office supply and both appeared empty of ink. They gave me such a hassle I will not buy from them again. I am yours. Thank You,IPH,39,2024-01-18 08:40:04,2024-01-01 00:00:00,Customer experience & expectation,positive comment
51,251212518,HP 910XL High Yield Cyan Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Cyan Original Ink Cartridge,Very satisfied,IIC,2,2024-01-15 19:23:26,2024-01-01 00:00:00,Others,positive comment
52,251213874,HP 65XL Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Black Original Ink Cartridge,Easy to install and works great,IPH,6,2024-01-17 08:40:04,2024-01-01 00:00:00,"Customer experience & expectation, General satisfied",positive comment
53,251215292,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,Great Product,IPH,2,2024-01-24 13:37:21,2024-01-01 00:00:00,General satisfied,positive comment
54,251219763,HP 64 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,All was good and shipped just a few days,IPH,9,2024-01-12 12:50:24,2024-01-01 00:00:00,Logistic Handling,positive comment
55,251220155,HP 63XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Tri-color Original Ink Cartridge,Quality product with ample pages per cartridge,IPH,7,2024-01-23 19:17:24,2024-01-01 00:00:00,Others,positive comment
56,251220323,HP 910XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Black Original Ink Cartridge,Delivery is quick and original HP is best,IIC,8,2024-01-15 14:17:49,2024-01-01 00:00:00,"General satisfied, Logistic Handling",positive comment
57,251223812,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,Ink cartridges work great. Great color.,IPH,6,2024-01-15 17:37:21,2024-01-01 00:00:00,General satisfied,positive comment
58,251224738,HP 67XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,best price,IPH,2,2024-01-01 20:27:11,2024-01-01 00:00:00,"Cost, Others",positive comment
59,251224860,HP 62 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black/Tri-color Original Ink Cartridges,Ordering was easy and delivery very quick . Also the price was right!,IPH,13,2024-01-15 13:53:23,2024-01-01 00:00:00,Logistic Handling,positive comment
60,251225336,HP 62 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black/Tri-color Original Ink Cartridges,Very fast delivery!,IPH,3,2024-01-15 13:53:23,2024-01-01 00:00:00,Logistic Handling,positive comment
61,251225503,HP 950XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Nesta+,,HP 950XL High Yield Black Original Ink Cartridge,excellent product,IIC,2,2024-01-31 15:10:45,2024-01-01 00:00:00,General satisfied,positive comment
62,251229636,HP 62 Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 Black Original Ink Cartridge,Very good ink cartridge. Fast shipping.,IPH,6,2024-01-10 21:24:55,2024-01-01 00:00:00,General satisfied,positive comment
63,251231003,HP 63 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 2-pack Black/Tri-color Original Ink Cartridges,The price is right and I am always very pleased with these products!,IPH,13,2024-01-10 17:58:42,2024-01-01 00:00:00,"Others, General satisfied",positive comment
64,251236137,HP 67XL High Yield Black Original Ink Cartridge,US,6,Web Reviews,English,HP US,3.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,Too limited in number of copies for ink provided in cartidge,IPH,11,2024-01-01 20:27:12,2024-01-01 00:00:00,Others,negative comment
65,251239527,HP 65XL Black Original Ink Cartridge,US,2,Web Reviews,English,HP US,1.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Black Original Ink Cartridge,My printer kept showing printer error. Apparently the ink cartridge was not making contact with the printer. I discarded the brand new cartridge (expensive) and the replacement cartridge worked fine.,IPH,30,2024-01-20 08:40:03,2024-01-01 00:00:00,"Cost, Brand Loyalty, Cartridge Problem",negative comment
66,251239578,HP 63XL High Yield Tri-color Original Ink Cartridge,US,8,Web Reviews,English,HP US,4.0,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Tri-color Original Ink Cartridge,The cartridge worked as I expected. Colors were bright and as expected looked great.,IPH,14,2024-01-15 19:17:24,2024-01-01 00:00:00,"Print quality, General satisfied",positive comment
67,251239659,HP 64 Tri-color Original Ink Cartridge,US,2,Web Reviews,English,HP US,1.0,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,"If you stop paying for the automatic printer refill, (and even if you buy HP print cartigages from the HP website as I did) then the printer looses many of its features. It no longer prints remotely from a computer unless you push buttons each time on the printer when you send something to print. Spent over an hour with their tech support people from India who did not fix the problem.",IPH,72,2024-01-06 12:50:24,2024-01-01 00:00:00,"Printer Hardware/Printing issues, Instant Ink related",negative comment
68,252652295,HP 62 2-pack Black Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black Original Ink Cartridges,Works great with my printer,IPH,5,2024-01-15 14:47:54,2024-01-01 00:00:00,General satisfied,positive comment
69,252652657,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,"I am very satisfied with my HP Office Jet 3830 and the # 63 cartridges give me clear, crisp images. The printer was easy to clear the very rare paper jams I had and it's nice to get the warnings that I'm low on ink. I also like the combination cartridge packages that save me money. I tried in the past to have cartridges refilled , but they don't last as long or they're not accepted by the printer. I now only stick with new HP cartridges. I always order online and the deliveries are fast and often earlier than promised.",IPH,101,2024-01-24 14:27:30,2024-01-01 00:00:00,Others,positive comment
70,252655211,HP 63 Tri-color Original Ink Cartridge,US,6,Web Reviews,English,HP US,3.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,Color ink never lasts as long as advertised; very frustrating to change it so often compared to black.,IPH,18,2024-01-15 14:27:30,2024-01-01 00:00:00,"Print quality, Cartridge Problem",negative comment
71,254246251,HP 564 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Rohan,,HP 564 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,Excellent service,IIC,2,2024-01-17 22:19:03,2024-01-01 00:00:00,Customer experience & expectation,positive comment
72,259531008,HP 63XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Black Original Ink Cartridge,"Long lasting, great quality",IPH,4,2024-01-22 14:20:45,2024-01-01 00:00:00,General satisfied,positive comment
73,269124820,HP 62 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Minotaur,,HP 62 Tri-color Original Ink Cartridge,Great ink. Great printer. Fast service,IPH,6,2024-01-15 19:20:27,2024-01-01 00:00:00,General satisfied,positive comment
74,282864885,HP 962XL High Yield Cyan Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Magnus,,HP 962XL High Yield Cyan Original Ink Cartridge,Fast delivery,IIC,2,2024-01-26 15:05:17,2024-01-01 00:00:00,Logistic Handling,positive comment
75,285369438,HP 950 Black Original Ink Cartridge,US,2,Web Reviews,English,HP US,1.0,Supplies - Ink,Nesta+,,HP 950 Black Original Ink Cartridge,"I tried both 2 new 950/x and then a 950 black ink cartridges in my HPOfficeJetPro8600Plus and my printer will not work now, stating there is an ink problem. I had replaced all colors previous this fall without a problem. I tried to get help on line but after hours could not get any human to respond and I no longer worry about AI taking us over as the machine advisers neither helped or responded to specific questions. I guess my choice is to get a new printer over simple ink cartige issue.",IIC,93,2024-01-15 13:40:39,2024-01-01 00:00:00,"Cartridge Problem, Customer experience & expectation, Printer Hardware/Printing issues, Instant Ink related",negative comment
76,301980554,HP 962 Black Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Magnus,,HP 962 Black Original Ink Cartridge,HP ink is the only ink to use.,IIC,8,2024-01-15 22:00:55,2024-01-01 00:00:00,Others,positive comment
77,305505940,HP 67 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Obelisk,,HP 67 2-pack Black/Tri-color Original Ink Cartridges,working great easy to install,IPH,5,2024-01-21 07:44:30,2024-01-01 00:00:00,"General satisfied, Customer experience & expectation",positive comment
78,311877779,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,"ink items are good, delivery was excellent, thank you hp",IPH,10,2024-01-03 00:00:00,2024-01-01 00:00:00,"General satisfied, Instant Ink related, Logistic Handling",positive comment
79,325404075,HP 67XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Tri-color Original Ink Cartridge,best price,IPH,2,2024-01-04 16:07:57,2024-01-01 00:00:00,"Others, Cost",positive comment
80,340173343,HP 67 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,HP US,5.0,Supplies - Ink,Obelisk,,HP 67 2-pack Black/Tri-color Original Ink Cartridges,"Quick response, good value.",IPH,4,2024-01-04 07:44:31,2024-01-01 00:00:00,"General satisfied, Logistic Handling",positive comment
