Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Month of Response Date,predicted_level1,predicted_probabilities,predicted_aspect,max_predicted_probability,max_predicted_aspect,0,Aspect 1,Aspect 2,Aspect 3,Aspect 4,Output Labels,Label Vectors,Predicted Labels
172502974,HP 61 Black Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Pyramid Refresh,,HP 61 Black Original Ink Cartridge,I love e HP products and I really rates this incorrectly. It's all about the price and how long the ink last. Idk if recycling it is the problem or what? I believe in recycling. It's way too expensive for the older printers!!!!!,Home-based Printer Ink,43,Mar-24,Cost,['0.8846733489692796'],Price,0.884673349,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
175972673,HP 61 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 Tri-color Original Ink Cartridge,i had to wait for it. It took an extra 3 days from when it was promised to be delivered.   Not sure why?,Home-based Printer Ink,23,Mar-24,Logistic Handling,['0.8536109771296875'],Delivery,0.853610977,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
176597645,HP 61 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 Black Original Ink Cartridge,What could possibly go wrong ???,Home-based Printer Ink,6,Mar-24,"Others, Customer experience & expectation","['0.7014743223551526', '0.8560330087916304']","0, Customer Service",0.856033009,Customer Service,0.0,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
177121152,HP 62 2-pack Black Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black Original Ink Cartridges,The best quality toner out there,Home-based Printer Ink,6,Mar-24,"General satisfied, Print quality","['0.760233181268478', '0.7910123396588467']","0, Product Quality",0.79101234,Product Quality,0.0,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
179787323,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,A great deal!! I ordered 2 at one time!!,Home-based Printer Ink,9,Mar-24,Logistic Handling,['0.7717304311468247'],Delivery,0.771730431,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
179790933,HP 951XL High Yield Cyan Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Nesta+,,HP 951XL High Yield Cyan Original Ink Cartridge,HP product.  Prices are going up though.,Office Printer Ink,7,Mar-24,"Customer experience & expectation, Cost","['0.7195309523809524', '0.8062351495257865']","Customer Service, Price",0.80623515,Price,,Customer Service,,Price,,"['Customer Service', 'Price']","[0, 0, 1, 1]",['Price']
179936042,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,Best price for good ink cartridge. Easy to install and ink is always good.,Home-based Printer Ink,14,Mar-24,"Instant Ink related, General satisfied, Cost, Customer experience & expectation","['0.8865005633281231', '0.9545308853039473', '0.8642301723817425', '0.723']","0, 0, Price, Customer Service",0.954530885,0,,Customer Service,,Price,,"['Customer Service', 'Price']","[0, 0, 1, 1]","['Price', 'Customer Service']"
179938562,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,Great product for everyday use. Priced lower than anywhere I could find. And curbside pickup was quick and easy.,Home-based Printer Ink,19,Mar-24,Cost,['0.714235173657379'],Price,0.714235174,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
179939097,HP 933XL High Yield Yellow Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Nesta,,HP 933XL High Yield Yellow Original Ink Cartridge,I ordered some HP ink 932 when I saw it on sale via the web. The packages arrived a few days later.,Office Printer Ink,22,Mar-24,Logistic Handling,['0.7536568285075093'],Delivery,0.753656829,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
180040275,HP 62 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black/Tri-color Original Ink Cartridges,I ordered it and it was delivered the next day!,Home-based Printer Ink,10,Mar-24,Logistic Handling,['0.862501488610297'],Delivery,0.862501489,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
180464154,HP 933XL High Yield Cyan Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Nesta,,HP 933XL High Yield Cyan Original Ink Cartridge,I ordered some HP ink 932 when I saw it on sale via the web. The packages arrived a few days later.,Office Printer Ink,22,Mar-24,Logistic Handling,['0.7536568285075093'],Delivery,0.753656829,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
180465020,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,The cost is significant but I don't want to enroll in the HP ink program.,Home-based Printer Ink,15,Mar-24,Cost,['0.7228704735754439'],Price,0.722870474,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
180466928,HP 64 Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,"Price competitive with other sources, but delivery claimed to be faster. Was delivered as predicted, which greatly appreciated. The expiration date could have been a bit longer but should be ok. Product normally buy as recommended by manufacturer of machine using this product.",Home-based Printer Ink,43,Mar-24,"Logistic Handling, Cost, Customer experience & expectation","['0.8070593486001005', '0.7706731637061431', '0.7121404761904764']","Delivery, Price, Customer Service",0.807059349,Delivery,,Customer Service,Delivery,Price,,"['Customer Service', 'Delivery', 'Price']","[1, 0, 1, 1]","['Delivery', 'Price']"
180603946,HP 61 2-pack Black/Tri-color Original Ink Cartridges,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black/Tri-color Original Ink Cartridges,I love e HP products and I really rates this incorrectly. It's all about the price and how long the ink last. Idk if recycling it is the problem or what? I believe in recycling. It's way too expensive for the older printers!!!!!,Home-based Printer Ink,43,Mar-24,Cost,['0.8846733489692796'],Price,0.884673349,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
180860663,HP 65 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 Black Original Ink Cartridge,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.,Home-based Printer Ink,18,Mar-24,"Brand Loyalty, Cost","['0.7455768675768675', '0.7793957514721663']","0, Price",0.779395751,Price,0.0,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
181443577,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,Box arrived damaged but the cartridges themselves were in perfect condition and worked fine,Home-based Printer Ink,14,Mar-24,Cartridge Problem,['0.7796198412698411'],Product Quality,0.779619841,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
181444285,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,Ink lasts a lot longer with the xl. I print color stickers and it will last all month.,Home-based Printer Ink,18,Mar-24,Customer experience & expectation,['0.9576111949493814'],Customer Service,0.957611195,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
181602757,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,"Ink cartridge works well.  As expected.  Like all OEM cartridges, it is expensive, but last longer than generic",Home-based Printer Ink,18,Mar-24,"Cost, Customer experience & expectation","['0.8636180292622833', '0.7609336221779454']","Price, Customer Service",0.863618029,Price,,Customer Service,,Price,,"['Customer Service', 'Price']","[0, 0, 1, 1]",['Customer Service']
181603487,HP 61 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black/Tri-color Original Ink Cartridges,What could possibly go wrong ???,Home-based Printer Ink,6,Mar-24,"Customer experience & expectation, Others","['0.8560330087916304', '0.7014743223551526']","Customer Service, 0",0.856033009,Customer Service,0.0,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
181607413,HP 61 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black/Tri-color Original Ink Cartridges,These came from Office Depot and arrived very quickly. Thank You,Home-based Printer Ink,11,Mar-24,Logistic Handling,['0.8363507712928417'],Delivery,0.836350771,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
181609130,HP 61 2-pack Black/Tri-color Original Ink Cartridges,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Pyramid Refresh,,HP 61 2-pack Black/Tri-color Original Ink Cartridges,A little expensive. But product works great.,Home-based Printer Ink,7,Mar-24,"Cost, General satisfied","['0.9184462784845582', '0.9452200205486057']","Price, 0",0.945220021,0,0.0,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
182380680,HP 61 Tri-color Original Ink Cartridge,US,2,Web Reviews,English,Walmart,1.0,Supplies - Ink,Pyramid Refresh,,HP 61 Tri-color Original Ink Cartridge,The black and colored ink were neither one in a box. The expiration dates are ready to expire before I can use them.,Home-based Printer Ink,23,Mar-24,Print quality,['0.7362336302586303'],Product Quality,0.73623363,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
182795018,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,I thought this cartridge worked as well as the cartridge I purchased in Staples which was more expense.,Home-based Printer Ink,18,Mar-24,"Cost, Brand Loyalty","['0.7793957514721663', '0.7455768675768675']","Price, 0",0.779395751,Price,0.0,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
182979040,HP 932XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Nesta,,HP 932XL High Yield Black Original Ink Cartridge,I ordered some HP ink 932 when I saw it on sale via the web. The packages arrived a few days later.,Office Printer Ink,22,Mar-24,Logistic Handling,['0.7536568285075093'],Delivery,0.753656829,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
184912651,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,item was as expected and delivery was on time.,Home-based Printer Ink,9,Mar-24,Logistic Handling,['0.8842624482367096'],Delivery,0.884262448,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
184917245,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,it arrived as promised and i was told that it was at my door - just as ordered and promised,Home-based Printer Ink,20,Mar-24,Logistic Handling,['0.7100786456194899'],Delivery,0.710078646,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
197949835,HP 62 2-pack Black Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Minotaur,,HP 62 2-pack Black Original Ink Cartridges,Good quality and delivery is fast.,Home-based Printer Ink,6,Mar-24,"General satisfied, Logistic Handling","['0.7408195378346454', '0.9144645552157624']","0, Delivery",0.914464555,Delivery,0.0,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
215049849,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,My Aunt had a project on a deadline and her ink cartridge was running low. There were streaks in her printouts. I ordered the HP black ink cartridge and was able to install it and print out the rest of her documents without issue. Her project deadline was met and she was happy!,Home-based Printer Ink,53,Mar-24,Print quality,['0.7274378066378065'],Product Quality,0.727437807,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
215051645,HP 65 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 Black Original Ink Cartridge,This ink works perfect. Especially for the price and for that quick quality print.. I highly recommend it for anyone looking for that quality print.,Home-based Printer Ink,25,Mar-24,"Print quality, General satisfied","['0.9961047518564422', '0.9084792664663583']","Product Quality, 0",0.996104752,Product Quality,0.0,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
215055190,HP 63 Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,Cartridge is fine for the price,Home-based Printer Ink,6,Mar-24,Cost,['0.9140936523408'],Price,0.914093652,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
215252362,HP 64XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64XL High Yield Tri-color Original Ink Cartridge,Quick ordering and delivery,Home-based Printer Ink,4,Mar-24,Logistic Handling,['0.9636885345018218'],Delivery,0.963688535,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
215257932,HP 64XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Centaur,,HP 64XL High Yield Tri-color Original Ink Cartridge,Wal-Mart has excelled at fast free delivery to get my printer back in service.,Home-based Printer Ink,14,Mar-24,"Logistic Handling, Customer experience & expectation","['0.845142728396216', '0.7018730193047984']","Delivery, Customer Service",0.845142728,Delivery,,Customer Service,Delivery,,,"['Customer Service', 'Delivery']","[1, 0, 0, 1]",['Delivery']
216387330,HP 64 Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,little pricey but happy with it.,Home-based Printer Ink,6,Mar-24,"Cost, Others","['0.7699971120291004', '0.7204523284569905']","Price, 0",0.769997112,Price,0.0,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
216387332,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,little pricey but happy with it.,Home-based Printer Ink,6,Mar-24,"Cost, Others","['0.7699971120291004', '0.7204523284569905']","Price, 0",0.769997112,Price,0.0,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
223804599,HP 61 Black Original Ink Cartridge,US,2,Web Reviews,English,Walmart,1.0,Supplies - Ink,Pyramid Refresh,,HP 61 Black Original Ink Cartridge,The black and colored ink were neither one in a box. The expiration dates are ready to expire before I can use them.,Home-based Printer Ink,23,Mar-24,Print quality,['0.7362336302586303'],Product Quality,0.73623363,Product Quality,,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
233991823,HP 61 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Pyramid Refresh,,HP 61 Black Original Ink Cartridge,Arrived on time and is very satisfied with the product thank you very much,Home-based Printer Ink,14,Mar-24,"Logistic Handling, Others","['0.8316001759232655', '0.710579462461683']","Delivery, 0",0.831600176,Delivery,0.0,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
239741289,HP 65 2-pack Black/Tri-color Original Ink Cartridges,US,2,Web Reviews,English,Walmart,1.0,Supplies - Ink,Dolmen Refresh,,HP 65 2-pack Black/Tri-color Original Ink Cartridges,"On Jan. 31, 2024, I received HP 2 pack Black/Tricolor Original ink cartridges (Walmart %23 TOA36AN%23140) and inserted them on March 15, 2024.  The black ink was OK but the Tricolor cartridge was empty!!!  I will not order HP ink cartridges from Walmart again!",Home-based Printer Ink,44,Mar-24,Customer experience & expectation,['0.8076751829738273'],Customer Service,0.807675183,Customer Service,,Customer Service,,,,['Customer Service'],"[0, 0, 0, 1]",['Customer Service']
245952541,HP 65 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65 Tri-color Original Ink Cartridge,I use HP and happy with this ink price.,Home-based Printer Ink,9,Mar-24,Cost,['0.8556554475651508'],Price,0.855655448,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
245956939,HP 63 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 63 Tri-color Original Ink Cartridge,Ordered online. the product was delivered on time and in good condition.,Home-based Printer Ink,12,Mar-24,Logistic Handling,['0.8407048953953556'],Delivery,0.840704895,Delivery,,,Delivery,,,['Delivery'],"[1, 0, 0, 0]",['Delivery']
256818598,HP 67 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Obelisk,,HP 67 Black Original Ink Cartridge,shipping was fadt and hassle free as always quality product,Home-based Printer Ink,10,Mar-24,"General satisfied, Print quality","['0.7693392367005566', '0.7111209065888002']","0, Product Quality",0.769339237,0,0.0,,,,Product Quality,['Product Quality'],"[0, 1, 0, 0]",['Product Quality']
259655319,HP 67 Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Obelisk,,HP 67 Black Original Ink Cartridge,Prefer HP products %26 this was reasonably priced.,Home-based Printer Ink,8,Mar-24,Cost,['0.777702362267722'],Price,0.777702362,Price,,,,Price,,['Price'],"[0, 0, 1, 0]",['Price']
