Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,NLTK_Vader_Sentiment,TextBlob_NaiveBayes_Sentiment,TextBlob_Sentiment
373765712,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,US,2,Web Reviews,English,Amazon US,1.0,Supplies - Ink,Nesta+,,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,The cartridge suggested was the wrong one. I ordered these replacements a few months ago and needed to change out only to find they were the wrong ones. I am disappointed. Not eligible for return.,IIC,35,2024-03-20 01:00:00,2024-03-01 00:00:00,"Customer experience & expectation, Cartridge Problem",-0.8519,pos,-0.39
166198886,HP 62XL High Yield Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Minotaur,,HP 62XL High Yield Tri-color Original Ink Cartridge,The only place I could buy was on line,IPH,9,2023-08-03 01:00:00,2023-08-01 00:00:00,Others,0.0,pos,0.0
345598035,HP 304 Black Original Ink Cartridge,DE,2,Web Reviews,German,Amazon DE,1.0,Supplies - Ink,Dolmen Refresh,,HP 304 Black Original Ink Cartridge,"HP lives more or less only from its overpriced print cartridges. They don't last long and dry out very quickly. Since a quasi-monopoly position, however, you can rip off the customers, unfortunately",IPH,32,2023-10-04 01:00:00,2023-10-01 00:00:00,Customer experience & expectation,-0.34,neg,0.018750000000000017
329496889,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,US,10,Web Reviews,English,Office Depot,5.0,Supplies - Ink,Nesta+,,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,Great product. Bought a few months ago and still have plenty of ink after frequent usage,IIC,16,2023-07-28 00:33:25,2023-07-01 00:00:00,Others,0.6249,pos,0.23333333333333336
330704392,HP Smart Tank 6001 All-in-One,US,7,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,It was easy to set up and prints well. However I’ve heard that the ink can get clogged if you don’t print a lot which I don’t so for now just not sure.,CISS,33,2023-08-10 10:53:57,2023-08-01 00:00:00,Instant Ink related,0.4657,pos,0.09166666666666667
357566599,HP DeskJet Plus 4158 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Plus 4158 All-in-One Printer,"The printer was easy to set up, no connection issues, never jams and I love the HP auto ink service.",IPH,20,2024-01-22 05:10:56,2024-01-01 00:00:00,Customer experience & expectation,0.7096,pos,0.4666666666666667
354975836,HP OfficeJet Pro 9015e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,"Every HP printer I have bought since 1995 does not last very long.  They have been short lived.  Then, the supply of ink that I bought for those printers I have gotten stuck with.  The printer that I had before this one was the shortest lived, and it took many week before I received this one eventhough the previous printer was still under the one year warranty.  I would not recommend HP to a friend.",IIC,75,2023-12-26 06:39:18,2023-12-01 00:00:00,Logistic Handling,0.0232,pos,0.05366666666666666
367040178,ENVY 6000 All-in-One Printer series,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6065e All-in-One Printer,"The experience sucked. Problem after problem. The book does not explain set up correctly. You need to higher people who can speak clearly to ages 10 to 80.  Hp for dummies included ,but your book is not clear. Do not send me as you have for the last 4 days ??? About your survey. I'm old school not z generation.  I consider constant surveys as a form of harrassment.  If I contact you then I need answers. Otherwise after 2 hrs I figured it out alone. Do not send me  any more questions about your printer. When I need ink I will buy as needed. Already I printed 2 items and black is almost empty. That pisses me off. Ink is way way to expensive. But you know that of course. Stop send surveys or updates to new items. When I'm interested I will contact you. Thank you for not helping me when needed.",IPH,154,2024-02-29 10:38:41,2024-02-01 00:00:00,"Instant Ink related, Others, Customer experience & expectation",-0.8158,neg,0.043308080808080816
346754182,HP DeskJet 2755e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,"Printer is not reliable. Set up is very confusing and complicated. 
Need to make it easier and more effective. 
Also ink cartridges do not last.",IPH,25,2023-11-12 17:53:52,2023-11-01 00:00:00,Others,0.6124,pos,0.041999999999999996
325332669,HP OfficeJet Pro 8020 series,DE,0,HPS Surveys,German,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8022e All-in-One Printer,"Negative: The printer can only be activated with a direct connection to the Internet, unfortunately no driver CD/DVD included, the description says Windows 7 is the supported operating system - that's not true, I had to install Windose 10 - extra, ink is consumed every time it is switched on, if you disconnect the printer from the mains to save electricity, it switches itself back on immediately even though it should remain switched off - that's not environmentally friendly, if I have the choice next night, it no longer falls on HP products. I also know PCs and notebooks from HP and I wouldn't buy these either!",IIC,107,2023-07-19 00:44:08,2023-07-01 00:00:00,"Customer experience & expectation, Printer Hardware/Printing issues, Instant Ink related",-0.8501,pos,0.027777777777777776
332433969,DeskJet 2700 All-in-One Printer series,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,Great color image on last printer would look blurry sometimes this one prints clear pics and price was great,IPH,19,2023-08-23 23:39:50,2023-08-01 00:00:00,Print quality,0.886,pos,0.42500000000000004
333482708,HP OfficeJet Pro 9015e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,This the second HP printer I’ve purchased and have enjoyed them both.  The work well and like the ink plans they offer.,IIC,22,2023-08-28 04:46:33,2023-08-01 00:00:00,Instant Ink related,0.7845,pos,0.25
365232795,HP OfficeJet Pro 9010 series,DE,6,HPS Surveys,German,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9014e All-in-One Printer,"Existing printer cartridges only fit a few new models, so your choice is limited when buying new. Negative!",IIC,18,2024-02-20 10:10:58,2024-02-01 00:00:00,Others,-0.5255,pos,0.0037569573283858953
332809270,HP DeskJet 2722e All-in-One Printer,GB,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,I think I’m paying more for what I use and the last cartridge I had only lasted a short while because it was a mistaken recycled one so I had to wait for new cartridges,IPH,35,2023-08-26 05:24:43,2023-08-01 00:00:00,Others,-0.3612,neg,0.12727272727272726
368977396,HP 952 Magenta Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Supernesta,,HP 952 Magenta Original Ink Cartridge,Original product,IIC,2,2024-03-03 00:00:00,2024-03-01 00:00:00,Brand Loyalty,0.3182,neg,0.375
380883066,DeskJet 2800e All-in-One Printer series,GB,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"The colour cartridge that came with the printer wouldn't work! The user manual is so basic, it doesn't even tell you what the buttons on the printer do - you just have to work out how to do things like scan for yourself - and the whole thing was a bit of a faff to set up too, if I'm honest, though this was, of course, not helped by the fact that the printer wouldn't recognise the colour cartridge. Very disappointing since my previous printer was a HP too and was far better in every way.",IPH,96,2024-04-19 00:09:14,2024-04-01 00:00:00,Printer Hardware/Printing issues,0.6704,pos,0.06476190476190477
368354445,HP DeskJet 2721e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2721e All-in-One Printer,"Never worked, wasted over an hour on a support call.  And your deeply unpleasant company still took monthly payments on your rip off ink service.  Bought over a dozen of your laptops for team members in the past will never buy anything HP again.",IPH,44,2024-03-05 12:28:14,2024-03-01 00:00:00,"Others, Customer experience & expectation",0.2347,neg,-0.36666666666666664
340435955,HP OfficeJet Pro 6978 All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"The installation manual was woefully inadequate with little or no written instruction. I like pictures, but more step-by-step pictures with brief texts would have been lovely.
I still haven't figured out why the COPY feature isn't working. The physical structure is almost identical to that of my HP Office JET PRO 8810 [that malfunctioned -- missing printhead -- was the message displayed] but the 6970 will not feed the document I want to copy or copy it by placing on the flat bed like one does for a SCAN [that function DOES work]. I""m sure there are other features that I haven't even checked out yet that may or may not work and I'm finding nothing to diagnose or to attempt a restoration of function in the very small booklet that came with the printer.
Manual duplexing is a tiresome process and really only works smoothly with documents that are only 2 pages.
Any assistance you can provide would be greatly appreciated.",IIC,162,2023-09-30 10:00:39,2023-09-01 00:00:00,Printer Hardware/Printing issues,0.9264,pos,0.04916666666666667
345515866,HP OfficeJet Pro 9010 series,NL,9,HPS Surveys,Dutch,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9012e All-in-One Printer,"Thoughtful design, innovative ink service",IIC,5,2023-11-02 07:35:28,2023-11-01 00:00:00,General satisfied,0.6705,pos,0.45
352515031,HP DeskJet 3721 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3721 All-in-One Printer,I used only HP Printers. It gives me confidence that the print out is always perfect be it black or color printing. It is quite easy to set up the printer and print right away.,IPH,35,2023-12-15 04:01:05,2023-12-01 00:00:00,"Cartridge Problem, Print quality",0.8805,pos,0.31047619047619046
380734733,DeskJet 2700 All-in-One Printer series,CA,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,Printer is very easy to use and gives very nice quality prints. The ink subscription is extremely handy.,IPH,18,2024-04-16 07:53:55,2024-04-01 00:00:00,"General satisfied, Instant Ink related, Print quality, Customer experience & expectation",0.742,pos,0.6477777777777778
345940483,HP DeskJet 2723 All-in-One Printer,IN,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2723 All-in-One Printer,Worst printer ever. It consumes whole black cartridge in just 30-40 pages. Even the XL one.,IPH,16,2023-11-03 23:08:20,2023-11-01 00:00:00,"Print quality, Customer experience & expectation",-0.6249,neg,-0.32222222222222224
345967263,HP ENVY Inspire 7255e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,"It's a nice printer but doesn't print photos well or, most of the time, at all. Ink cartridges can be tricky to install too.",IPH,24,2023-11-07 06:00:56,2023-11-01 00:00:00,Others,-0.3007,pos,0.55
345317513,HP DeskJet 2742e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,"Help line not helpful in order to use machine I have to purchase your ink in a refill program. Online plug in don't work. Waste of money ,time and resources.",IPH,30,2023-10-31 08:09:36,2023-10-01 00:00:00,Instant Ink related,0.4019,pos,-0.2
359093457,HP DeskJet 3772 All-in-One Printer,CA,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3772 All-in-One Printer,My only complaint is the black ink is messy.  Also I don’t have any cartridges left.,IPH,16,2024-01-19 04:37:52,2024-01-01 00:00:00,Print quality,-0.5719,pos,-0.13333333333333336
372496129,HP 64XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Centaur,,HP 64XL High Yield Black Original Ink Cartridge,All work,IPH,2,2024-03-16 01:00:00,2024-03-01 00:00:00,"Cartridge Problem, General satisfied",0.0,pos,0.0
377359313,DeskJet 2700 All-in-One Printer series,CA,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2734e All-in-One Printer,"too many steps to access printer. adding an app to your device to access printer is fairly standard & i guess, necessary?
but lengthy process to create an account, dealing with aggressive ink cartridge pop ups, user unfriendly selection boxes are confusing & frustrating to deal with",IPH,47,2024-04-07 11:18:41,2024-04-01 00:00:00,"Customer experience & expectation, Instant Ink related",-0.8271,pos,-0.04
327223055,HP OfficeJet Pro 6960 All-in-One Printer,IT,10,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6960 All-in-One Printer,Very convenient to be able to have the supply of cartridges directly.,IIC,12,2023-07-24 04:35:08,2023-07-01 00:00:00,Others,0.0,pos,0.26666666666666666
341923401,HP OfficeJet Pro 8030 series,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8034e All-in-One Printer,Instant ink very confusing and hard to keep track of.,IIC,10,2023-10-10 09:17:41,2023-10-01 00:00:00,Others,-0.4323,pos,-0.22722222222222221
331966213,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,8,Web Reviews,English,Staples,4.0,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,Cashier was helpful and nice.,IPH,5,2023-08-16 08:00:00,2023-08-01 00:00:00,Others,0.6808,pos,0.6
345005853,HP 67XL High Yield Black/67 Tri-color 2-pack Original Ink Cartridges,US,6,Web Reviews,English,Office Depot,3.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Black/67 Tri-color 2-pack Original Ink Cartridges,"I feel it is the same as the 61xl, however, I can only choose 67xl now for the printer I have.",IPH,21,2023-10-10 12:47:16,2023-10-01 00:00:00,Others,0.0,pos,0.0
324560684,HP DeskJet Ink Advantage 3636 All-in-One Printer,CN,1,HPS Surveys,Chinese (China),,,Supplies - Ink,Dolmen Refresh,Shaolin,HP DeskJet Ink Advantage 3636 All-in-One Printer,"You can't refill ink, you can only buy ink cartridges, which is expensive later",IPH,14,2023-07-09 19:21:57,2023-07-01 00:00:00,Cost,0.0,pos,-0.16666666666666666
369707001,ENVY 6000 All-in-One Printer series,ES,9,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"It is an elegant, small and silent printer. Additionally, when an ink cartridge is low, it informs you and orders it automatically, which is very convenient.",IPH,26,2024-03-12 12:19:48,2024-03-01 00:00:00,Others,0.25,pos,0.09
333607182,HP OfficeJet Pro 8035e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8035e All-in-One Printer,I have had HP printers for several decades.  This one is the most user NON-friendly of all the previous HP printers I have had.  Please send me one of the old all black units and I will be happy again.,IIC,40,2023-08-26 16:53:15,2023-08-01 00:00:00,Print quality,0.7184,pos,0.1777777777777778
355445504,HP ENVY 6432e All-in-One Printer,ES,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6432e All-in-One Printer,To this day they are attentive to the status of inks and connection,IPH,13,2023-12-30 23:22:55,2023-12-01 00:00:00,Others,0.0,pos,0.4
328914492,HP OfficeJet Pro 8030 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8034e All-in-One Printer,I purchased a new printer and my old printer was going away. I needed to have the change made to my plan because HP sends ink as needed and I pay the monthly fee. That was the reason for the call but she asked if the printer was set up and I said no so she walked me thru the steps of getting printer set up although it took quite a long time. I'm grateful she had the patience.,IIC,79,2023-08-06 05:11:00,2023-08-01 00:00:00,"Instant Ink related, Customer experience & expectation, Printer Hardware/Printing issues, Others",0.25,neg,0.06212121212121211
334905489,HP ENVY Photo 7855 All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Centaur,Palermo,HP ENVY Photo 7855 All-in-One Printer,"Printer is reliable, print is clear and ledgable. Easy to load ink and paper.",IPH,14,2023-09-01 07:08:15,2023-09-01 00:00:00,Others,0.6705,pos,0.26666666666666666
326737072,HP 64XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5.0,Supplies - Ink,Centaur,,HP 64XL High Yield Black Original Ink Cartridge,"Works great in our HP printer, we only use HP products and we have never had a problem.",IPH,18,2023-07-02 01:00:00,2023-07-01 00:00:00,General satisfied,0.7475,neg,0.4
344060156,HP Smart Tank 515 Wireless All-in-One,SA,7,HPS Surveys,English,,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank 515 Printer,I can stuck some time with color print it's start automatically black & white,CISS,14,2023-10-22 02:57:01,2023-10-01 00:00:00,"Print quality, Cartridge Problem",-0.25,pos,-0.08333333333333333
336775357,ENVY Inspire 7200e All-in-One Printer series,FR,8,HPS Surveys,French (France),,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7224e All-in-One Printer,"The ease of receiving ink cartridges, being able to monitor my account, talking to an advisor easily",IPH,17,2023-09-11 07:36:09,2023-09-01 00:00:00,Others,0.5994,pos,0.4666666666666667
364915210,HP Smart Tank Plus 555 Wireless All-in-One,GB,0,HPS Surveys,English,,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank Plus 555 Printer,"Hi HP Team 
Thank you for giving me the chance to express my frustration 
I have bought an HP Laser printer, but not able to connect it to my mobile and PC also it didn't print color pages 

Please I need some technical support at my home so someone kindly to come and check it for me 

Khaled 
07908332552 
Milton Keynes, UK",CISS,62,2024-02-19 10:02:15,2024-02-01 00:00:00,Customer experience & expectation,0.9204,pos,0.11666666666666665
362880584,HP ENVY 6455e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"Your ink purchase policies were not just annoying, but may have led to my printer ceasing to function.
In any event, I no longer use your printer. I purchased a Canon product, which works very well.",IPH,36,2024-02-06 07:31:35,2024-02-01 00:00:00,Others,0.2308,pos,-0.30000000000000004
366856463,HP ENVY 6055e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"Good but not great.  Paper jam issues, short ink life, and an on/off switch that is hard to access.",IPH,19,2024-02-25 07:45:36,2024-02-01 00:00:00,Instant Ink related,-0.6238,pos,0.002083333333333312
322886287,DeskJet 2700 All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,OBELISK,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,deal good free ink everything step step help set,,9,2023-06-30 11:26:40,2023-06-01 00:00:00,Instant Ink related,0.836,pos,0.55
375419071,HP DeskJet 3755 All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3755 All-in-One Printer,I was very pleased with the product while I was using it. The ink came on time. The paper was here when I needed it what I don’t like is that when I canceled my service because I went with a different type of printer that worked with my job production I was continued to be billed for product. I was not receiving or using after canceling with you guys and then having to call back and cancel again because you were billing me other than miscommunication on the billing. I have no issues with your services they were just fine.,IPH,101,2024-03-31 23:58:59,2024-03-01 00:00:00,"Instant Ink related, Printer Hardware/Printing issues, Customer experience & expectation",0.5095,pos,0.18833333333333332
350916605,HP DeskJet 2720 All-in-One Printer,CN,3,HPS Surveys,Chinese (China),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2720 All-in-One Printer,"Ink cartridges are too expensive and inconvenient to use,
 Unable to print remotely",IPH,13,2023-12-04 09:06:50,2023-12-01 00:00:00,Cost,-0.34,pos,-0.42500000000000004
358333978,HP Smart Tank 7602 All-in-One,US,10,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 7602 All-in-One,I like HP brand had two printers by HP those last long do a great job. I have used this new one I like it easy set easy ink install prints fast & best,CISS,34,2024-01-15 09:51:27,2024-01-01 00:00:00,"General satisfied, Instant Ink related, Customer experience & expectation",0.959,pos,0.3691287878787879
