,Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,nli_label
10,181601745,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,Received the proper ink I ordered even faster than expected. It appears to be fresh and prints just fine as expected. Will order again.,IPH,24,2024-04-14 01:00:00,2024-04-01 00:00:00,Logistic Handling,positive comment
11,182795666,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,Never a problem with HP.,IPH,5,2024-04-01 01:00:00,2024-04-01 00:00:00,Others,positive comment
12,182986266,HP 65XL Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,I am so pleased with the supply of ink in this small cartridge. It's so much better than ordering the regular cartridge more often.,IPH,24,2024-04-06 01:00:00,2024-04-01 00:00:00,Cartridge Problem,positive comment
13,183006613,HP 64XL High Yield Tri-color Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Centaur,,HP 64XL High Yield Tri-color Original Ink Cartridge,little pricey but happy with it.,IPH,6,2024-04-05 01:00:00,2024-04-01 00:00:00,"Cost, Others",positive comment
14,245962716,HP 65XL Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Black Original Ink Cartridge,Good product. No less expensive substitute available. Must always have ink backup for printer.,IPH,14,2024-04-03 01:00:00,2024-04-01 00:00:00,Cost,positive comment
15,311577643,HP 910XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5.0,Supplies - Ink,Cedella,,HP 910XL High Yield Black Original Ink Cartridge,Great quality of printers ink.  Easy ordering through Walmart .,IIC,10,2024-04-03 01:00:00,2024-04-01 00:00:00,Print quality,positive comment
16,341475319,HP 65XL Tri-color Original Ink Cartridge,US,2,Web Reviews,English,Walmart,1.0,Supplies - Ink,Dolmen Refresh,,HP 65XL Tri-color Original Ink Cartridge,Printer calls for 65 but this one would not sink with the printer. Replace empty printer cartridge and it would print even though it was out of ink. Never had any previous problem with HP.,IPH,35,2024-04-07 01:00:00,2024-04-01 00:00:00,Customer experience & expectation,positive comment
17,358458956,HP DeskJet 2755e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I like this printer. Hopefully the trail of printer ink will folllow,IPH,12,2024-04-15 16:14:53,2024-04-01 00:00:00,Others,positive comment
18,360697737,HP DeskJet 2710e All-in-One Printer,GB,2,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,"I have tried to ask.fir help we have put new cartridges in and it won’t work abd is not letting me actually print out a decent piece of work . These are YOUR cartridges but you have ignored me trying to get it sorted . All get is a pink colour which is useless  so of no use at all this was a very expensive printer and it’s appalling that I have had no help whatsoever to get this up and running . I object to having to put in copious pieces of paper before it would print which makes the ink
Disappear so fast when it did work which wasn’t for very long . Absolute crap as far as I am concerned !!!",IPH,124,2024-04-13 15:49:34,2024-04-01 00:00:00,Cost,negative comment
19,369656281,HP OfficeJet Pro 9019e All-in-One Printer,GB,8,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9019e All-in-One Printer,"The printer is okay. However, the ink cartridges are too expensive.",IIC,11,2024-04-12 18:40:23,2024-04-01 00:00:00,Cost,negative comment
20,370555451,HP ENVY Inspire 7958e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7958e All-in-One Printer,The very first shipment of ink cartridges contained the wrong type of color cartridge. I used it and now I haven't been able to print in color despite exhausting all the trouble shooting tips. I don't remember when I bought the printer but it was after the very first shipment of ink.,IPH,52,2024-04-05 07:15:46,2024-04-01 00:00:00,Print quality,negative comment
21,371427902,HP DeskJet 4155e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"Very difficult  to connect to wifi. Cannot just print from phone. Constantly having to reconnect, never got ink delivered,  but still paid for the service,  never will buy a HP again. Poor quality print, cannot just make copies with out a jam.
Ink always running out.
Very disappointed I this printer, door even use ot anymore, spent too much time trying to discontinue ink service, it was better to cancel my credit card than speak to a real person.",IPH,79,2024-04-01 17:49:54,2024-04-01 00:00:00,"Instant Ink related, Printer Hardware/Printing issues, Print quality",negative comment
22,371734697,HP OfficeJet Pro 9015e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,"Too hard to install, too small opening for paper to exit. My old hp printer was a better printer. 
After ho help my pages wouldn’t print color so had to take computer in to be reset.",IIC,36,2024-04-01 14:51:55,2024-04-01 00:00:00,"Print quality, Printer Hardware/Printing issues",negative comment
23,371916554,HP DeskJet 2755e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I had problem with the enclosed ink cartridge.,IPH,8,2024-04-02 17:04:47,2024-04-01 00:00:00,Others,negative comment
24,372298482,ENVY 6000 All-in-One Printer series,PL,1,HPS Surveys,Polish,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,Bought a new printer and it turned out that the inks were dry,IPH,13,2024-04-01 10:14:16,2024-04-01 00:00:00,Customer experience & expectation,negative comment
25,372331830,DeskJet 2800e All-in-One Printer series,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"I was going to  sign up for the replacement order but feel the colour ink does not last at all well sadly, had this printer less than 2 months and it's already running low and I've printed less than 15 sheets in colour",IPH,43,2024-04-02 08:41:23,2024-04-01 00:00:00,Customer experience & expectation,negative comment
26,372333735,ENVY Inspire 7900e All-in-One Printer series,CH,5,HPS Surveys,German,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7920e All-in-One Printer,"I don't want HP+. I would like to buy the color cartridges in the store.
 Other services: too complicated for me, I'm 77 years old.
 The printer works thanks to the help of an electrical engineer.
 You can remove me from hp+, it's too complicated for me.
 Thanks",IPH,48,2024-04-02 02:08:56,2024-04-01 00:00:00,"Customer experience & expectation, Cartridge Problem",negative comment
27,372370133,HP OfficeJet Pro 9010 series,GB,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9012e All-in-One Printer,I have had HP printer and instant ink for years and have never been let down,IIC,16,2024-04-02 00:54:01,2024-04-01 00:00:00,Others,positive comment
28,372481203,HP OfficeJet 8020 series,CA,10,HPS Surveys,French (France),,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,Just getting free ink cartridges on top of purchasing a highly rated machine is well worth this 10,IIC,18,2024-04-03 12:52:57,2024-04-01 00:00:00,Others,positive comment
29,372522006,HP DeskJet 4155e All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"It would be nice if I could tell if it was the black or color ink that needed replacing, & also if there is a simple way to tell I haven't found it yet. Also how can I print multiple pictures or the same picture multiple times on 1 sheet of paper.",IPH,52,2024-04-04 15:58:04,2024-04-01 00:00:00,"Cartridge Problem, Print quality",neutral comment
30,372525403,HP OfficeJet 8022e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8022e All-in-One Printer,the printer is good quality.  but i got stocked with it with no use because i was suscribed to automatic ink delivery and i have been trying to use it with no good results.  it ask my payment or something very complicated for me.,IIC,44,2024-04-03 15:50:54,2024-04-01 00:00:00,"Print quality, Instant Ink related",negative comment
31,372648714,ENVY 6000 All-in-One Printer series,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,Took a very long while to set up the printer....2+hours. The cartridges that have come are not for the right printer. Since we are a care home we need our printer to work 24/7. Had to get new cartridges x3 from Currys....which rapidly ran out. Very Very disappointed.,IPH,48,2024-04-02 13:04:22,2024-04-01 00:00:00,Others,negative comment
32,372850061,HP DeskJet 4152e All-in-One Printer,MX,0,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4152e All-in-One Printer,I was never able to use it because it doesn't allow insta ink and there is no technical support,IPH,19,2024-04-01 23:55:23,2024-04-01 00:00:00,Others,negative comment
33,372853730,HP DeskJet 2721e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2721e All-in-One Printer,"I am having problems with the print quality but its hopeless finding out what I need to do.
I have used one of your email addresses to request someone to ring me on 07719706004 but no one has had the decency to respond. I think it maybe something to do with sending me replacement cartridges far to soon as it has only started happening since I replaced them and their quality may have diminished sat in my office. I am paying more money each month for a service that is pathetic! Will this get actioned? doubt it!!!!!",IPH,97,2024-04-05 07:03:04,2024-04-01 00:00:00,"Customer experience & expectation, Others",negative comment
34,372867152,HP DeskJet 2720e All-in-One Printer,FR,8,HPS Surveys,French,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,"Good morning
 Very interesting value for money but 8 and not 10 for two reasons:
 - I found it difficult to configure it via wifi
 - I find the cartridge consumption information very quick and I have doubts about the reliability
 Sincerely",IPH,42,2024-04-01 13:03:44,2024-04-01 00:00:00,Customer experience & expectation,positive comment
35,372870081,HP OfficeJet Pro 8025e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"I think its rediculous that if I cancel my subscription, that I can't use the ink I already have.  My usage changes from month to month, and I don't need to subscribe - but don't wnat to lose the ink I already have.  I will never recommend this to anyone.",IIC,50,2024-04-02 08:36:34,2024-04-01 00:00:00,"Customer experience & expectation, Instant Ink related",negative comment
36,372870337,HP ENVY 6452e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6452e All-in-One Printer,"First, connecting a laptop to the printer wirelessly seems easy, it isn't.  This was bought for a business use where I go to teach classes.  I needed a way to scan and print at a motel, and then be able to have it work the next time.  Almost impossible to use, and I am not a computer novice.  Also, having paid for the ink program, not being able to use what was paid for is a complete rip-off.  I will never buy HP ever again.",IPH,85,2024-04-03 06:14:21,2024-04-01 00:00:00,"Printer Hardware/Printing issues, Instant Ink related",negative comment
37,372883432,HP DeskJet 4155e All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,The printer continues to go off-line or takes a long time to print. Seems it also uses up ink in an incredibly short time.,IPH,24,2024-04-02 05:36:23,2024-04-01 00:00:00,Others,negative comment
38,373085725,ENVY 6000 All-in-One Printer series,AU,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"when the instant ink service started instead of being delivered it was taken to a post office for me to pick up, this is not convenient I may as well just go to the store and buy ink when I need it. I will be cancelling this service. this seems the only option to contact hp when possibly a person may read the feedback, your app and website appear to have zero options to contact actual humans",IPH,77,2024-04-02 22:19:29,2024-04-01 00:00:00,"Instant Ink related, Printer Hardware/Printing issues, Customer experience & expectation",negative comment
39,373115520,HP DeskJet 3772 All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3772 All-in-One Printer,Took too long to figure out how to get connected to internet to even get an ink account set up,IPH,20,2024-04-05 16:20:05,2024-04-01 00:00:00,Printer Hardware/Printing issues,negative comment
40,373118899,HP DeskJet 2710e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,i’ve asked for ink twice now printer not printing properly,IPH,10,2024-04-01 23:27:04,2024-04-01 00:00:00,Others,negative comment
41,373125816,HP DeskJet 2720e All-in-One Printer,ES,8,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,For the quality of the results obtained both with the scanner mode and the printing of copies in black and white or color.,IPH,23,2024-04-01 00:47:39,2024-04-01 00:00:00,"Print quality, Cartridge Problem",neutral comment
42,373126083,HP OfficeJet Pro 8028e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,"The price of ink and the printer does a lot of maintenance on itself making you wait to print one page longer than I like. Plus I hate the instant ink subscription program. I had a lot of problems with it on my other HP printer. Substitute cartridges, would not let me use HP ink I bought when I was out and needed to print. I would NOT recommend that program. I gave friends against HP because of that ink program.",IIC,81,2024-04-02 19:57:26,2024-04-01 00:00:00,"Instant Ink related, Logistic Handling, Cartridge Problem",negative comment
43,373143436,HP ENVY 6020e All-in-One Printer,GB,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"Printer continues to drop into off line mode.

Small ink cartridges are a pain as well.",IPH,16,2024-04-02 12:10:20,2024-04-01 00:00:00,Others,negative comment
44,373410460,HP OfficeJet Pro 9025e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9025e All-in-One Printer,"Frequent down-times and restorations needed.  Unstable process/printing.  I do not appreciate the need to be locked into a program of ink usage that involves both cartridge and paper renewal.  I bought several cartridges labeled to be specifically designed for my printer, but each time, they were rejected by your printer.  Too much ado about nothing.  It’s too customer unfriendly.",IIC,59,2024-04-04 11:05:15,2024-04-01 00:00:00,Customer experience & expectation,negative comment
45,373411622,HP DeskJet 4152e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4152e All-in-One Printer,"My first printer was messed up after several fail attempts and multiple hours on the phone i was finally able to get a working printer however it wasnt made clear by the package or any other details that The printer can not be used without internet. I feel i was scamed. $130 dollars of nothibg but problems. It is difficult to work because it would disconnect after each print, it never connected easy, then the wonderful get 6 mo free instant ink is a joke. It took 2 months to get ink. QI didn't receive ink yet I was charged several several months. Sorry HP but you dropped the ball on this one. If I could i would get my money back and give you this horrible printer back. I still own the printer because I refuse to give this problem box to anyone.",IPH,144,2024-04-06 19:19:28,2024-04-01 00:00:00,"Others, Customer experience & expectation, Instant Ink related, Printer Hardware/Printing issues, Logistic Handling",negative comment
46,373418864,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,I don’t need to be on an ink plan. I have never been able to just plug my laptop in and print anything without a hassle,IPH,26,2024-04-01 19:15:41,2024-04-01 00:00:00,Others,positive comment
47,373423733,HP OfficeJet Pro 8025e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"The first 2 deliveries defective ink cartridges were sent.  Also, I notice the price has increased to over $7.00 and I was not notified about this and no explanation was given.  The Quality Control and Customer Communication need to improve.",IIC,40,2024-04-01 08:33:56,2024-04-01 00:00:00,Cartridge Problem,negative comment
48,373432700,HP ENVY Inspire 7955e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7955e All-in-One Printer,I am always cleaning and aligning the cartridge heads due to missing print. Even after I have installed a new cartridge.,IPH,21,2024-04-06 10:05:02,2024-04-01 00:00:00,Others,negative comment
49,373434679,HP OfficeJet Pro 8034e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8034e All-in-One Printer,"Jams frequently, doesnt respond to the software, locked up when the year of ink ran out  ( we are a retired couple that used the printer for bill paying,) Doesnt scan easily these are the Main problems",IIC,37,2024-04-01 16:05:34,2024-04-01 00:00:00,Printer Hardware/Printing issues,negative comment
50,373441666,HP ENVY Inspire 7220e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7220e All-in-One Printer,I experienced difficultly linking printer to my laptop. While I can now print from my laptop I cannot print in color which is wholely frustrating,IPH,25,2024-04-07 14:09:44,2024-04-01 00:00:00,Others,negative comment
51,373443040,HP DeskJet 2721 All-in-One Printer,CN,2,HPS Surveys,Chinese (China),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2721 All-in-One Printer,"The printer should not be operated for too long as it may break down easily;
 The ink dried after half a month without being used, which was less than the month promised before purchasing;
 The process of adding ink is complicated and difficult to operate;
 Tasks are not performed properly when printing using the APP",IPH,55,2024-04-02 07:35:24,2024-04-01 00:00:00,Others,negative comment
52,373443754,HP OfficeJet Pro 8025e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"It’s easy to use. It updates itself!
Pictures come outstanding when pictures are on something your printing.
And when your almost out of ink you get a notice in your email, just press yes and you have fresh ink with in 5 days or less!
Pretty simple machine to operate!",IIC,50,2024-04-01 09:12:33,2024-04-01 00:00:00,Print quality,positive comment
53,373580949,DeskJet 2800e All-in-One Printer series,GB,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"Well, I've not used it very much yet. I don't know how well the ink lasts, etc. Maybe after a couple of months you might get a 10.",IPH,28,2024-04-02 02:52:00,2024-04-01 00:00:00,Customer experience & expectation,neutral comment
54,373648391,DeskJet 2700 All-in-One Printer series,ES,5,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2722e All-in-One Printer,"Worse than I expected, I had an hp3600, which stopped detecting ink after years of operation.
 But the one I bought now is worse than the one I had, instead of moving forward we are going backwards.",IPH,37,2024-04-01 14:01:08,2024-04-01 00:00:00,Others,negative comment
55,373675303,DeskJet 4100 All-in-One Printer series,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4175e All-in-One Printer,"Wish I had sent it back. The color cartridge won’t go in. I also had trouble with the black,but finally got it to pop in place. The other is not cooperating. It’s extremely frustrating to me. I love my other HP products and have never had a problem that I couldn’t handle. This seemed like such a deal from QVC but, you get what you pay for, so l’ve been told.",IPH,71,2024-04-02 07:41:10,2024-04-01 00:00:00,Others,negative comment
56,373685818,HP OfficeJet 8010 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8015e All-in-One Printer,I am really happy with my new HP printer.  The color and resolution of the copies are great and having it print on both sides of the paper is a real plus.,IIC,32,2024-04-03 08:35:50,2024-04-01 00:00:00,Print quality,positive comment
57,373747397,ENVY 6000 All-in-One Printer series,US,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6052e All-in-One Printer,"Needed a printer that I could print from anywhere.  Found this one & connecting was no problem - actually very easy.  Ordered the ink even though I don't use the printer that often but was convenient.  Worked first few times I have used it now I'm back to the same problem as my previous HP printer - ""printer off line""!!!  This is SO  frustrating!!  Restarting my computer to try to get it to work again!!!",IPH,75,2024-04-01 12:55:28,2024-04-01 00:00:00,"Customer experience & expectation, Printer Hardware/Printing issues",negative comment
58,373757513,HP 67XL High Yield Black Original Ink Cartridge,US,8,Web Reviews,English,Walmart,4.0,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,price higher than elsewhere,IPH,4,2024-04-03 01:00:00,2024-04-01 00:00:00,Cost,negative comment
59,373798231,HP OfficeJet 8022 All-in-One Printer,CA,5,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet 8022 All-in-One Printer,"Unacceptable delivery delays, I had to go tithe store buy some ink since I was getting delays notifications. Delivery should be fast and easy in 2024 for a large organization like HP, that’s why I’m not satisfied with the service. Thank you.",IIC,42,2024-04-02 09:48:33,2024-04-01 00:00:00,"Customer experience & expectation, Logistic Handling",negative comment
60,373799399,HP DeskJet 2652 All-in-One Printer,CN,0,HPS Surveys,Chinese (China),,,Supplies - Ink,Dolmen Refresh,Taiji,HP DeskJet 2652 All-in-One Printer,Troublesome to operate and extremely unstable. Identifying the cartridge is too insensitive.,IPH,12,2024-04-02 05:02:29,2024-04-01 00:00:00,Others,negative comment
61,373805295,HP OfficeJet Pro 9015e All-in-One Printer,ES,8,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,They are good products that work well and perform well. The home ink service is very practical,IIC,17,2024-04-02 00:20:15,2024-04-01 00:00:00,"General satisfied, Instant Ink related",positive comment
62,373815111,HP OfficeJet Pro 8025e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"Very handy. Saves me going to the store to pick up ink refills,",IIC,13,2024-04-01 06:33:06,2024-04-01 00:00:00,Others,positive comment
63,373818233,HP OfficeJet Pro 9015e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,I bought your instant ink monthly plan.  You shut don’t my office because cause a $6 charge did not go thought.  If you had email me I could have fix the problem. You cost me a lot of money because my credit card had to be change. I have tried to cancel your ink but you have no way to do this on your Wed link. I will likely not buy a HP device again.,IIC,75,2024-04-01 05:31:45,2024-04-01 00:00:00,"Customer experience & expectation, Instant Ink related, Logistic Handling, Others",negative comment
64,374033955,DeskJet 2800e All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,It's very easy setup and easy to use 👌 ink is sent out as soon as you start to run low very convenient. All round great.,IPH,26,2024-04-07 02:05:00,2024-04-01 00:00:00,"Instant Ink related, Customer experience & expectation",positive comment
65,374116529,DeskJet 4100 All-in-One Printer series,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"I didn't want an h p printer in the first place. I am so disgusted by the performance of past units. I wanted to buy an epson printer that uses refillable ink. I hate having to install your stupid software on my computer just to make it work. I hate the constant sales pitches,Trying to make me buy more ink, Or sign up for your ink subscription. It's all scam, And i'm sure the printer will stop working long before I expect it to. I hate h p printers, But I literally had no choice In that instance",IPH,98,2024-04-08 09:20:43,2024-04-01 00:00:00,Instant Ink related,negative comment
66,374183966,HP DeskJet 2755 All-in-One Printer,CA,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2755 All-in-One Printer,"Mainly because the cartridges dry out quite quick unless you’re doing printing, at least every couple of weeks.",IPH,18,2024-04-01 16:32:55,2024-04-01 00:00:00,Customer experience & expectation,negative comment
67,374184833,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Never have been able to make it work like it’s supposed to. Have been paying for ink that have never been able to use ! Total ripoff,IPH,27,2024-04-01 04:42:45,2024-04-01 00:00:00,Instant Ink related,negative comment
68,374187447,HP OfficeJet Pro 8025e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,"The ink cartridges that came with the printer were defective.  HP replaced them. 

 I have problems with the new cartridges.

The color ones indicate they are empty even though I only print in black.  The black leaked.  I have photos of the spilled ink.

The printer responds to voice phone calls as if they were a fax.",IIC,57,2024-04-09 18:06:32,2024-04-01 00:00:00,"Print quality, Cartridge Problem, Customer experience & expectation",negative comment
